,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y
1246,Eversource Energy,18.1,Low ESG Risk,Utilities,NYS,ES,24323620864.0,24323620864.0,,0.618,-0.00548,22.736,0.8774193548387097,0.0015241450304612,0.2204979474825233,1.1642943579136886,0.9793324480226626,1.0741983932787413,1.0854685796504593,0.07641741439985311,0.06575454599964378,0.05613478948418389,0.053445962332922
1247,Lions Gate Entertainment Corp.,18.1,Low ESG Risk,Media,NYS,LGF.A,,,,,,,0.8774193548387097,,,,,,,,,,
1248,"Emerald Expositions Events, Inc.",18.1,Low ESG Risk,Media,NYS,EEX,1321447040.0,1321447040.0,,1.371,0.0023999999,,0.8774193548387097,8.26095146412809e-05,0.2194167958456583,1.2655255479294858,0.9003231613408272,0.8872361745993003,0.9532694963461718,0.13318714117047864,0.20028656268116893,0.170969295521554,0.170969295521554
1249,Whitbread Plc,18.1,Low ESG Risk,Consumer Services,LON,WTB.L,5445408768.0,5445408768.0,1906.25,1.111,0.08180001,-0.555,0.8774193548387097,0.0003410562745988,0.2196106309156265,,,,,,,,
1250,Kohl's Corp.,18.1,Low ESG Risk,Retailing,NYS,KSS,2210299136.0,2210299136.0,7.792157,1.957,0.07508,0.135,0.8774193548387097,0.000138313461342,0.219458573805684,1.0776369988055994,0.8928432028881954,0.9411486270308669,1.0042741758398002,0.11512100986089503,0.18159036834155518,0.14477493239449826,0.11218895196652427
1251,"Dentsu Soken, Inc.",18.1,Low ESG Risk,Software & Services,TKS,4812.T,372878016512.0,372878016512.0,25.771341,0.38,0.17479,-0.133,0.8774193548387097,0.0233678865988123,0.2368807536587866,,,,,,,,
1252,"Knight-Swift Transportation Holdings, Inc.",18.1,Low ESG Risk,Transportation,NYS,KNX,8310097920.0,8310097920.0,125.21951,0.929,0.0093,-0.678,0.8774193548387097,0.0005205850089693,0.2197452774664044,1.0266957510050843,1.0804519084340658,1.073551806518376,1.1320973495857323,0.07426951561500629,0.0739627404524077,0.0851867030643792,0.08661595579905886
1253,"TPG RE Finance Trust, Inc.",18.1,Low ESG Risk,Real Estate,NYS,TRTX,706505728.0,706505728.0,,2.235,-0.011410001,,0.8774193548387097,4.407142914659628e-05,0.2193878922815373,1.5234441865289117,0.9836718831226737,1.0072046626670865,1.002875660029941,0.08623630739295964,0.1705543714453447,0.1423993032101099,0.1423993032101099
1254,888 Holdings Plc,18.2,Low ESG Risk,Consumer Services,LON,EVOK.L,283184672.0,283184672.0,,0.87,-3.79342,,0.8838709677419354,1.7542095811079257e-05,0.2209808985073421,,,,,,,,
1255,Lamar Advertising Co.,18.2,Low ESG Risk,Media,NAS,LAMR,12556547072.0,12556547072.0,24.896553,1.539,0.42707002,0.047,0.8838709677419354,0.0007867079987167,0.2215577729345214,1.5225509137688644,1.1342561139790739,1.1521589868109237,1.0595015820457292,0.07477811678895663,0.10171852397276324,0.07937391048310886,0.11172576855066801
1256,"Toei Animation Co., Ltd.",18.2,Low ESG Risk,Media,TKS,4816.T,629789163520.0,629789163520.0,29.987343,0.289,0.17027001,0.7,0.8838709677419354,0.0394683884755374,0.2505690332921369,,,,,,,,
1257,"Catalyst Pharmaceuticals, Inc.",18.2,Low ESG Risk,Pharmaceuticals,NAS,CPRX,2332219136.0,2332219136.0,35.089283,0.76,0.13852,,0.8838709677419354,0.0001459541309341,0.2210772075336844,1.483768626812943,1.2648552593599005,1.1763999488521548,1.052501302158744,0.11054594200446474,0.1443500965092947,0.19889972446225893,0.2863685612731253
1258,"Kyowa Kirin Co., Ltd.",18.2,Low ESG Risk,Pharmaceuticals,TKS,4151.T,1714342723584.0,1714342723584.0,17.953241,0.236,0.11743,1.635,0.8838709677419354,0.1074368547432761,0.301545382992941,,,,,,,,
1259,Oxford Nanopore Technologies Plc,18.2,Low ESG Risk,Pharmaceuticals,LON,ONT.L,1355978240.0,1355978240.0,,0.789,-0.2608,,0.8838709677419354,8.477356885566755e-05,0.2210313221121256,,,,,,,,
1260,"Bel Fuse, Inc.",18.2,Low ESG Risk,Technology Hardware,NAS,BELFB,850033408.0,850033408.0,12.949393,1.27,0.20021999,-0.314,0.8838709677419354,5.306624197630211e-05,0.2210075416169661,1.5760186468116473,1.3977752908240102,1.1283636699094424,1.0786309648127514,0.14246750660245655,0.16195412832295686,0.14956115534299314,0.13857818804529387
1261,Direct Marketing MiX Inc.,18.2,Low ESG Risk,Media,TKS,7354.T,11680049152.0,11680049152.0,,0.774,-0.024,-0.146,0.8838709677419354,0.0007317782824694,0.2215165756473359,,,,,,,,
1262,"Thoughtworks Holding, Inc.",18.2,Low ESG Risk,Commercial Services,NAS,TWKS,1419133312.0,1419133312.0,,1.142,-0.15187,,0.8838709677419354,8.873146779116624e-05,0.2210342905363272,0.8084303375313475,0.6518251567652708,0.8073568955333636,0.917965212924247,0.19127166633665263,0.1596526121879521,0.1596526121879521,0.1596526121879521
1263,SoftBank Corp.,18.2,Low ESG Risk,Telecommunication Services,TKS,9434.T,9458718605312.0,9458718605312.0,19.267683,0.155,0.16289,0.101,0.8838709677419354,0.5927732828039222,0.6655477040384254,,,,,,,,
1264,Modine Manufacturing Co.,18.2,Low ESG Risk,Auto Components,NYS,MOD,5158022656.0,5158022656.0,32.160133,2.223,0.23029,0.035,0.8838709677419354,0.0003230459208657,0.2212100263761331,2.2634338548423885,1.552654810070573,1.2377341560292328,1.0718224488603807,0.11530573045626218,0.20186295910880964,0.17354994292917422,0.17331385516444117
1265,Beazley Plc,18.2,Low ESG Risk,Insurance,LON,BEZ.L,4858411008.0,4858411008.0,523.1292,0.684,0.35988,1.014,0.8838709677419354,0.0003042693984878,0.2211959439843497,,,,,,,,
1266,Whirlpool Corp.,18.2,Low ESG Risk,Consumer Durables,NYS,WHR,5330795008.0,5330795008.0,10.032024,1.418,0.19740999,1.562,0.8838709677419354,0.0003338734836632,0.2212181470482313,0.775216032386581,0.9523055272994743,0.9985082729510862,1.0460989238500857,0.11504651000039884,0.11093378123445924,0.10185354322789335,0.11000182410750126
1267,"Driven Brands Holdings, Inc.",18.2,Low ESG Risk,Consumer Services,NAS,DRVN,2293866240.0,2293866240.0,,1.134,-0.57837003,-0.168,0.8838709677419354,0.0001435505728121,0.2210754048650929,1.0425353833544835,0.8536569663960736,0.9239355856314192,0.9688502992965183,0.12107220336886228,0.11744567824496091,0.11744567824496091,0.11744567824496091
1268,ORIX Corp.,18.2,Low ESG Risk,Diversified Financials,TKS,8591.T,3922344280064.0,3922344280064.0,10.729614,0.904,0.091230005,0.399,0.8838709677419354,0.2458112834822953,0.4053262045472053,,,,,,,,
1269,The PRS REIT Plc,18.2,Low ESG Risk,Real Estate,LON,PRSR.L,519591456.0,519591456.0,946.0,,,,0.8838709677419354,3.23575988119826e-05,0.2209920101345928,,,,,,,,
1270,"Marvelous, Inc.",18.2,Low ESG Risk,Software & Services,TKS,7844.T,36041052160.0,36041052160.0,,0.493,-0.03435,-0.675,0.8838709677419354,0.002258470990112,0.2226615951780678,,,,,,,,
1271,"Dillard's, Inc.",18.2,Low ESG Risk,Retailing,NYS,DDS,5601296896.0,5601296896.0,8.542068,0.87,0.36101002,-0.425,0.8838709677419354,0.0003508257109454,0.2212308612186929,1.300786475572261,1.4945234579854172,1.167191138285398,1.1485425860981582,0.0874278797637997,0.16396979017586197,0.1433769997642203,0.1443323692606892
1272,"The RMR Group, Inc.",18.2,Low ESG Risk,Real Estate,NAS,RMR,411764576.0,411764576.0,16.197369,1.309,0.13623999,-0.804,0.8838709677419354,2.5600138483695047e-05,0.2209869420393466,1.10855371124207,0.9707708173318078,1.0704969185046653,1.027623834370143,0.09179801156884147,0.11320100406660018,0.10934637514532616,0.10934637514532616
1273,"Eiken Chemical Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,4549.T,80370925568.0,80370925568.0,36.054634,,0.049489997,-0.324,0.8838709677419354,0.0050366035013427,0.2247451945614909,,,,,,,,
1274,"Japan Lifeline Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,7575.T,82318327808.0,82318327808.0,11.688183,0.133,0.14034,0.064,0.8838709677419354,0.0051586462923426,0.2248367266547409,,,,,,,,
1275,monday.com Ltd.,18.2,Low ESG Risk,Software & Services,NAS,MNDY,12188981248.0,12188981248.0,298.13416,1.309,0.05053,,0.8838709677419354,0.0007636728197917,0.2215404965503277,1.494227618931674,1.0181833185235756,1.0090507016615051,1.0036104980121632,0.14980797843137977,0.19926658561412042,0.19926658561412042,0.19926658561412042
1276,Klöckner & Co. SE,18.2,Low ESG Risk,Traders & Distributors,ETR,KCO.DE,485283712.0,485283712.0,,1.892,-0.03582,,0.8838709677419354,3.020754848099792e-05,0.2209903975968446,,,,,,,,
1277,"Everi Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,EVRI,1111339904.0,1111339904.0,27.135416,2.152,0.17329,-0.626,0.8838709677419354,6.944219832636835e-05,0.2210198235842286,0.9688087612249796,1.0832752116617481,1.060407377900512,0.9946542501109142,0.22188726289557079,0.19575449484457533,0.19002235755543218,0.18786046064524914
1278,"Koei Tecmo Holdings Co., Ltd.",18.2,Low ESG Risk,Software & Services,TKS,3635.T,503287873536.0,503287873536.0,14.624633,0.306,0.22905001,0.296,0.8838709677419354,0.0315406115747861,0.2446232006165734,,,,,,,,
1279,"HealthStream, Inc.",18.2,Low ESG Risk,Healthcare,NAS,HSTM,858420672.0,858420672.0,47.847458,0.361,0.05175,0.055,0.8838709677419354,5.3591867903184856e-05,0.2210079358364112,1.3610069749481017,1.027708470124493,1.025521706593748,1.0780049008442332,0.04069141040608998,0.07314187951918444,0.07369267305590471,0.13591186712842807
1280,"Dun & Bradstreet Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,DNB,5182149632.0,5182149632.0,,1.167,-0.00875,,0.8838709677419354,0.0003245579472098,0.2212111603958912,1.098029511320742,0.8468606109743193,0.920250298002842,0.9673026703665661,0.11117322741522494,0.09187330674877707,0.09187330674877707,0.09187330674877707
1281,American Express Co.,18.3,Low ESG Risk,Diversified Financials,NYS,AXP,178382045184.0,178382045184.0,18.725374,1.212,0.34977,0.436,0.8903225806451613,0.0111789146999619,0.2309648311862617,1.6824566570495525,1.182055256912343,1.1284965042639603,1.091732468487019,0.0585565955933181,0.09040432255474697,0.07547306916840298,0.09042665734687005
1282,"Orchid Island Capital, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ORC,583549760.0,583549760.0,,1.85,-0.07305,,0.8903225806451613,3.636583592265997e-05,0.2226079195382323,1.12240181088,0.9139272333723695,0.9495895226255124,0.9859585600835963,0.08711959533505394,0.1331353145923596,0.10624982033880576,0.10061712009458626
1283,"Array Technologies, Inc.",18.3,Low ESG Risk,Semiconductors,NAS,ARRY,913075264.0,913075264.0,60.100002,1.623,0.11808,-0.768,0.8903225806451613,5.701704571783314e-05,0.2226234079455787,0.5027323685801994,0.7495996616759261,0.8657942374929081,0.9439867019252011,0.1578831270684102,0.22370451100166258,0.22370451100166258,0.22370451100166258
1284,Gateway Real Estate AG,18.3,Low ESG Risk,Real Estate,ETR,GTY.DE,141940640.0,141940640.0,,0.337,0.0025600002,,0.8903225806451613,8.690398137480818e-06,0.2225871629598934,,,,,,,,
1285,"Astellas Pharma, Inc.",18.3,Low ESG Risk,Pharmaceuticals,TKS,4503.T,3248595927040.0,3248595927040.0,151.5025,0.294,0.01322,0.137,0.8903225806451613,0.2035877881274379,0.3752714862568688,,,,,,,,
1286,"Forestar Group, Inc.",18.3,Low ESG Risk,Real Estate,NYS,FOR,1520621056.0,1520621056.0,7.8177085,1.761,0.13825,-0.183,0.8903225806451613,9.509165742001762e-05,0.2226519639043553,1.1917954526873473,1.1250662934150633,1.062926361435663,1.014602672876589,0.15117219309580815,0.13011152371051643,0.11778875047964395,0.1542186200934468
1287,"Greif, Inc.",18.3,Low ESG Risk,Containers & Packaging,NYS,GEF,2892853760.0,2892853760.0,12.897827,0.928,0.13734001,-0.037,0.8903225806451613,0.0001810888415957,0.2227164617924871,1.0026754732017746,1.1443723642682504,1.0761087875841766,1.095470070034574,0.09329196127779277,0.08067832055336513,0.08583361003423727,0.08993694775880531
1288,"eHealth, Inc.",18.3,Low ESG Risk,Insurance,NAS,EHTH,112034576.0,112034576.0,,0.517,-0.0341,,0.8903225806451613,6.816199041158745e-06,0.2225857573105712,0.723737374291679,0.6019651979482228,0.8565895562307179,0.9439784310820307,0.22842935566640368,0.2425071942986092,0.21996912631723167,0.19013291169695481
1289,"Asahi Intecc Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,7747.T,751317483520.0,751317483520.0,47.61577,0.621,0.111049995,0.577,0.8903225806451613,0.047084511664518,0.2578940289096789,,,,,,,,
1290,"TPI Composites, Inc.",18.3,Low ESG Risk,Machinery,NAS,TPIC,165724992.0,165724992.0,,1.903,,,0.8903225806451613,1.0180952395139267e-05,0.2225882808755866,1.774433336226341,0.7573573119222488,0.8649233532218659,0.9436067726767743,0.43309261303291513,0.25602377979263186,0.21479569102014234,0.21479569102014234
1291,NetSTREIT Corp.,18.3,Low ESG Risk,Real Estate,NYS,NTST,1312734080.0,1312734080.0,210.87502,0.945,0.00392,,0.8903225806451613,8.206347749783433e-05,0.2226421927694137,1.132311088897885,1.0209383490025115,1.0104149390238208,1.0041530309110982,0.0869275809845166,0.07198073376074955,0.07198073376074955,0.07198073376074955
1292,"J. FRONT RETAILING Co., Ltd.",18.3,Low ESG Risk,Retailing,TKS,3086.T,378012991488.0,378012991488.0,11.111111,0.352,0.09109,0.768,0.8903225806451613,0.0236896930879462,0.24034791497725,,,,,,,,
1293,Packaging Corporation of America,18.3,Low ESG Risk,Containers & Packaging,NYS,PKG,18369208320.0,18369208320.0,25.662485,0.786,0.18013,-0.013,0.8903225806451613,0.0011509847707528,0.223443883739355,1.3491504647010766,1.1738059929548794,1.1561953174807367,1.1562404533309023,0.0628936575385704,0.07356858928308276,0.07525078929439397,0.0803277082880844
1294,Owens Corning,18.3,Low ESG Risk,Building Products,NYS,OC,13611771904.0,13611771904.0,13.233306,1.403,0.19860001,-0.143,0.8903225806451613,0.0008528384472622,0.223220273996737,1.325238008326838,1.2496535274063947,1.2041335029103608,1.0773424798531617,0.07306741690460493,0.10297558805031043,0.09096114315203256,0.12880716131240294
1295,"Suzuken Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,9987.T,407068606464.0,407068606464.0,13.71759,,0.07334,0.582,0.8903225806451613,0.025510594940196,0.2417135913664373,,,,,,,,
1296,"ARMOUR Residential REIT, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ARR,999207104.0,999207104.0,,1.502,-0.09276,,0.8903225806451613,6.241488799799937e-05,0.2226274563272888,1.1316315680899331,0.8646820073205723,0.9316394117315818,0.9699088738078036,0.08614248082133855,0.11899895388407156,0.09054950335215747,0.0803205629219571
1297,IMAX Corp.,18.3,Low ESG Risk,Media,NYS,IMAX,1111476224.0,1111476224.0,54.102566,1.252,0.0847,-0.546,0.8903225806451613,6.945074143725084e-05,0.2226327332173682,1.0435376677202761,0.9839247150177999,0.9680892440719167,0.998445541157169,0.12032022618895623,0.14615977836009159,0.12130574270342011,0.17674913852243251
1298,"NEXON Co., Ltd.",18.3,Low ESG Risk,Software & Services,TKS,3659.T,2263741104128.0,2263741104128.0,33.00472,0.228,0.06879,0.66,0.8903225806451613,0.1418673952629638,0.3289811916085132,,,,,,,,
1299,"Daiwa Securities Group, Inc.",18.3,Low ESG Risk,Diversified Financials,TKS,8601.T,1444274634752.0,1444274634752.0,12.180407,0.586,,0.033,0.8903225806451613,0.090511813452842,0.2904645052509219,,,,,,,,
1300,Deutsche Telekom AG,18.3,Low ESG Risk,Telecommunication Services,ETR,DTE.DE,130589196288.0,130589196288.0,26.23,0.621,0.10299,0.364,0.8903225806451613,0.0081837591284517,0.2287184645076291,,,,,,,,
1301,IHS Holding Ltd.,18.3,Low ESG Risk,Telecommunication Services,NYS,IHS,1005883456.0,1005883456.0,,1.129,-10.4403105,,0.8903225806451613,6.283329186703168e-05,0.2226277701301906,0.5606706500312524,0.7456676653872024,0.8635205066396526,0.9429942882565518,0.1483739661811562,0.14489016859975762,0.14489016859975762,0.14489016859975762
1302,Invincible Investment Corp.,18.3,Low ESG Risk,Real Estate,TKS,8963.T,390079250432.0,390079250432.0,16.30288,0.774,0.08754,0.31,0.8903225806451613,0.024445879913763,0.2409150550966126,,,,,,,,
1303,LIXIL Corp.,18.3,Low ESG Risk,Building Products,TKS,5938.T,494552514560.0,494552514560.0,,0.825,-0.023459999,,0.8903225806451613,0.0309931706979503,0.245825523184753,,,,,,,,
1304,NB Private Equity Partners Ltd.,18.3,Low ESG Risk,Diversified Financials,LON,NBPE.L,744852288.0,744852288.0,3559.0908,,,,0.8903225806451613,4.6474590194437954e-05,0.2226155011039361,,,,,,,,
1305,TAL Education Group,18.3,Low ESG Risk,Consumer Services,NYS,TAL,4628807680.0,4628807680.0,95.75,0.013,0.01438,,0.8903225806451613,0.0002898802649044,0.2227980553599687,1.1707406234470747,0.7892634655624872,1.0645000148558539,1.0611614161210148,0.22453640455132076,0.19901533338895006,0.16034745421016877,0.14812842164807027
1306,"Bushiroad, Inc.",18.3,Low ESG Risk,Software & Services,TKS,7803.T,23985176576.0,23985176576.0,31.433823,0.403,0.03906,0.009,0.8903225806451613,0.0015029348846284,0.2237078463247616,,,,,,,,
1307,PagSeguro Digital Ltd.,18.3,Low ESG Risk,Software & Services,NYS,PAGS,2925862656.0,2925862656.0,8.817308,1.948,0.14044,0.321,0.8903225806451613,0.0001831574937278,0.2227180132815862,1.5383089430444161,0.7768525771763324,0.9143458234892033,0.9648153273643081,0.16692280651513144,0.185776063848394,0.17757654986894464,0.17757654986894464
1308,"Allbirds, Inc.",18.3,Low ESG Risk,Textiles & Apparel,NAS,BIRD,82732424.0,82732424.0,,1.804,-0.66116995,,0.8903225806451613,4.979846828487361e-06,0.2225843800464117,0.6046032890043621,0.5372592376130126,0.732979697954188,0.8831546873399276,0.21843786168385462,0.20923846357840198,0.20923846357840198,0.20923846357840198
1309,"Fulgent Genetics, Inc.",18.3,Low ESG Risk,Healthcare,NAS,FLGT,641987072.0,641987072.0,,1.504,-0.14275,,0.8903225806451613,4.002807503717169e-05,0.2226106662175682,0.8903604041750878,1.1853114839321044,1.1047121047307173,1.040637915007162,0.11448247113932941,0.23804158953066076,0.21820376511025708,0.21820376511025708
1310,"Warby Parker, Inc.",18.4,Low ESG Risk,Retailing,NYS,WRBY,1666932608.0,1666932608.0,,1.813,-0.14538,,0.896774193548387,0.0001042609342108,0.2242717440877548,1.2532544425280883,0.7886540468341051,0.8880619611457892,0.9536242958703506,0.23584576558454462,0.19283881696053032,0.19283881696053032,0.19283881696053032
1311,"Progyny, Inc.",18.4,Low ESG Risk,Commercial Services,NAS,PGNY,2125101824.0,2125101824.0,37.36508,1.443,0.13558,0.133,0.896774193548387,0.0001329741854962,0.2242932790262189,0.8475346836102438,1.011789245743207,1.0058773512427879,1.0023468082502327,0.09930184897746527,0.14266371472905706,0.14266371472905706,0.14266371472905706
1312,Petrofac Ltd.,18.4,Low ESG Risk,Energy Services,LON,PFC.L,79877784.0,79877784.0,,0.97,,,0.896774193548387,4.800947869790394e-06,0.2241971490979991,,,,,,,,
1313,Serco Group Plc,18.4,Low ESG Risk,Commercial Services,LON,SRP.L,1800520448.0,1800520448.0,1326.9231,0.385,0.14084,-0.407,0.896774193548387,0.0001126328218991,0.2242780230035211,,,,,,,,
1314,"Universal Technical Institute, Inc.",18.4,Low ESG Risk,Consumer Services,NYS,UTI,891123392.0,891123392.0,33.795918,1.357,0.12998,,0.896774193548387,5.56413321279412e-05,0.2242352793861927,2.317948732256596,1.2835959955256715,1.0762178126883644,0.9869540987731189,0.11964625824316676,0.1358253242553832,0.15751411197805554,0.13711558455121353
1315,Brookfield Renewable Corp.,18.4,Low ESG Risk,Utilities,NYS,BEPC,4921612288.0,4921612288.0,6.6053267,0.972,0.06511,,0.896774193548387,0.0003082301932572,0.2244247210320396,1.2444745433620503,0.9982830290263527,0.9991411456978202,0.9996563697228749,0.15343616766461515,0.11855189944835323,0.11855189944835323,0.11855189944835323
1316,Mitsubishi Estate Logistics REIT Investment Corp.,18.4,Low ESG Risk,Real Estate,TKS,3481.T,187799912448.0,187799912448.0,26.003723,0.241,,,0.896774193548387,0.0117691280531958,0.2330203944269936,,,,,,,,
1317,Auction Technology Group Plc,18.4,Low ESG Risk,Software & Services,LON,ATG.L,462912192.0,462912192.0,4750.0,1.29,0.02138,-0.535,0.896774193548387,2.8805535746478555e-05,0.2242151525389066,,,,,,,,
1318,"DoubleVerify Holdings, Inc.",18.4,Low ESG Risk,Software & Services,NYS,DV,3058992128.0,3058992128.0,52.941177,0.926,0.059899997,-0.429,0.896774193548387,0.0001915006557071,0.2243371738788771,0.7306928761879316,0.8934880556395473,0.9452449712320861,0.9777273192402385,0.19526748537030136,0.14395788107125018,0.14395788107125018,0.14395788107125018
1319,Winmark Corp.,18.4,Low ESG Risk,Retailing,NAS,WINA,1217294976.0,1217294976.0,31.578997,0.774,,,0.896774193548387,7.608235331945404e-05,0.2242506101520863,1.0951094018229957,1.1988988015261277,1.1974924606731039,1.2292273207205473,0.07874877437880458,0.09018705435745776,0.07341863171769547,0.10049853502776199
1320,"Mitsubishi Shokuhin Co., Ltd.",18.4,Low ESG Risk,Food Retailers,TKS,7451.T,220661989376.0,220661989376.0,9.833146,0.065,0.11452,-0.032,0.896774193548387,0.0138285791023785,0.2345649827138806,,,,,,,,
1321,Getty Realty Corp.,18.4,Low ESG Risk,Real Estate,NYS,GTY,1715509760.0,1715509760.0,26.605042,0.943,0.072859995,0.143,0.896774193548387,0.0001073052416924,0.2242740273183661,1.2224658488856142,1.06052678796224,1.124588039426132,1.1067337978308176,0.08262794380871055,0.07513930120896611,0.06154423341119487,0.08357521816456913
1322,Henkel AG & Co. KGaA,18.4,Low ESG Risk,Household Products,ETR,HEN3.DE,32033882112.0,32033882112.0,19.084906,0.581,0.09002,0.828,0.896774193548387,0.0020073435103216,0.225699056019838,,,,,,,,
1323,"Tyler Technologies, Inc.",18.4,Low ESG Risk,Software & Services,NYS,TYL,25133793280.0,25133793280.0,122.19709,0.778,0.07044,0.365,0.896774193548387,0.0015749181582767,0.2253747370058043,1.5294311174449748,1.1756860816742172,1.2140261500104481,1.2172966714529192,0.05866863570217766,0.0782500019405236,0.07311473889314346,0.10818413121868613
1324,"PROG Holdings, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,PRG,1938770816.0,1938770816.0,18.69796,2.09,0.18601,-0.025,0.896774193548387,0.0001212969080447,0.2242845210681303,1.3407105314206518,0.9634945276554019,1.0863455519822773,1.1111903544312567,0.10986894151378156,0.16986842134969016,0.1376057099808616,0.11094161234076735
1325,"Advantage Solutions, Inc. (California)",18.4,Low ESG Risk,Media,NAS,ADV,1086623744.0,1086623744.0,,1.556,-0.16049999,,0.896774193548387,6.789324809552047e-05,0.2242444683231684,1.4040753353398758,0.8152466148158841,0.902910081246125,0.9599703088022357,0.16399143528390306,0.19542804148426868,0.19542804148426868,0.19542804148426868
1326,"BlackRock, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,BLK,130047500288.0,130047500288.0,21.779707,1.317,0.15204,0.103,0.896774193548387,0.0081498112925318,0.2303059068564956,1.3521300440001418,1.1715708316881737,1.126605916078917,1.195441831839054,0.08905926817314527,0.08498781583934006,0.07485596622805987,0.08778813005914785
1327,"NetScout Systems, Inc.",18.4,Low ESG Risk,Software & Services,NAS,NTCT,1389270656.0,1389270656.0,,0.576,-0.33894002,,0.896774193548387,8.685998905397845e-05,0.2242586933788872,0.7208201074236212,0.9748990005733528,0.9227312001238446,0.9990296378267622,0.0827506698477836,0.08099207627643454,0.08373086986463865,0.16028521216499092
1328,Medipal Holdings Corp.,18.4,Low ESG Risk,Healthcare,TKS,7459.T,553694920704.0,553694920704.0,14.2450905,0.114,0.06865,-0.179,0.896774193548387,0.0346995977339319,0.2502182466875457,,,,,,,,
1329,Volution Group Plc,18.4,Low ESG Risk,Building Products,LON,FAN.L,1050578112.0,1050578112.0,2528.5715,1.359,0.18872999,0.294,0.896774193548387,6.563428513333467e-05,0.2242427741009467,,,,,,,,
1330,"Patterson Cos., Inc.",18.4,Low ESG Risk,Healthcare,NAS,PDCO,1805197312.0,1805197312.0,11.314918,1.008,0.16284001,-0.531,0.896774193548387,0.0001129259187868,0.2242782428261869,0.9279925624406388,1.1264580803169781,0.9850287759017308,1.04618076117151,0.09105741292441714,0.10048951064886945,0.09250472440758635,0.08194865368570334
1331,NTT DATA Group Corp.,18.4,Low ESG Risk,Software & Services,TKS,9613.T,3266706407424.0,3266706407424.0,25.57629,0.737,0.0497,-0.232,0.896774193548387,0.2047227634946294,0.3777356210080688,,,,,,,,
1332,Tyman Plc,18.4,Low ESG Risk,Building Products,LON,TYMN.L,775928768.0,775928768.0,1990.0,1.384,0.07159,0.078,0.896774193548387,4.842213871613145e-05,0.2242298649911338,,,,,,,,
1333,"Paycom Software, Inc.",18.4,Low ESG Risk,Software & Services,NYS,PAYC,9408576512.0,9408576512.0,19.76116,1.176,0.33328,0.081,0.896774193548387,0.0005894261505002,0.2246356179999719,0.6357660728314453,0.9549977839500623,1.2628187422543564,1.1071575064586143,0.14545206725406568,0.13362788690385594,0.13363955365091834,0.13640924821645428
1334,"GoDaddy, Inc.",18.4,Low ESG Risk,Software & Services,NYS,GDDY,21550540800.0,21550540800.0,12.717969,1.125,,0.87,0.896774193548387,0.0013503573949509,0.22520631643331,1.9153534392178369,1.1623684300494839,1.1879992797013554,1.0713379049410803,0.11445424160744203,0.09408225846967301,0.07938135328057724,0.07938135328057724
1335,"Rambus, Inc.",18.5,Low ESG Risk,Semiconductors,NAS,RMBS,4173676544.0,4173676544.0,18.545454,1.189,0.23368,-0.781,0.903225806451613,0.000261357408677,0.226002469669411,1.0436434632364,1.351623406647989,1.1753492623697095,1.0530670831570201,0.10936602230921517,0.12637458646221286,0.10517482429545733,0.26234070735192044
1336,"Pacific Biosciences of California, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NAS,PACB,452398112.0,452398112.0,,2.034,-0.70571,,0.903225806451613,2.814662325185345e-05,0.2258275615803421,0.25607890587923793,0.843836267207881,0.9254183933620579,0.9326321427400389,0.3656389475307312,0.2715526727630077,0.25534054222735997,0.2511803512153575
1337,Croda International Plc,18.5,Low ESG Risk,Chemicals,LON,CRDA.L,5546302464.0,5546302464.0,3424.138,0.744,0.070250005,-0.092,0.903225806451613,0.0003473792355163,0.2260669860395405,,,,,,,,
1338,McGrath RentCorp,18.5,Low ESG Risk,Traders & Distributors,NAS,MGRC,2523995648.0,2523995648.0,21.78178,0.749,0.12628001,-0.327,0.903225806451613,0.000157972675584,0.2259249311195912,1.1289973383038197,1.1162868511109487,1.1545679168482155,1.1390441815556216,0.0816824521085726,0.07220477598510025,0.07599781758125762,0.08807972661462664
1339,"DNOW, Inc.",18.5,Low ESG Risk,Traders & Distributors,NYS,DNOW,1262734208.0,1262734208.0,5.757282,1.438,0.23076999,-0.318,0.903225806451613,7.893000881674613e-05,0.2258656491195158,1.260006661993409,1.0562473035195252,0.9324242110198792,0.9657973713851474,0.16111231654596664,0.15752739856833306,0.13602178535312487,0.1343702566874985
