,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y,industry_Auto Components,industry_Automobiles,industry_Banks,industry_Building Products,industry_Chemicals,industry_Commercial Services,industry_Construction Materials,industry_Consumer Durables,industry_Consumer Services,industry_Containers & Packaging,industry_Diversified Financials,industry_Diversified Metals,industry_Electrical Equipment,industry_Energy Services,industry_Food Products,industry_Food Retailers,industry_Healthcare,industry_Homebuilders,industry_Household Products,industry_Insurance,industry_Machinery,industry_Media,industry_Oil & Gas Producers,industry_Paper & Forestry,industry_Pharmaceuticals,industry_Precious Metals,industry_Real Estate,industry_Refiners & Pipelines,industry_Retailing,industry_Semiconductors,industry_Software & Services,industry_Technology Hardware,industry_Telecommunication Services,industry_Textiles & Apparel,industry_Traders & Distributors,industry_Transportation,industry_Transportation Infrastructure,industry_Utilities,stock_exchange_ETR,stock_exchange_LON,stock_exchange_NAS,stock_exchange_NYS,stock_exchange_TKS,stock_ticker_label,trailing_pe_scaled
1484,"Kennametal, Inc.",19.1,Low ESG Risk,Machinery,NYS,KMT,1899221376.0,1899221376.0,17.79562,1.643,0.08732,0.046,0.941935483870968,0.0001188183630677,0.2355729847400428,377965.7798877149,777356406126196.1,1.1174611355934418e+16,,0.0841036464249597,0.0937726519960304,0.1148870152619325,0.1003938929710461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1030,0.0015395704
1485,"Funai Soken Holdings, Inc.",19.1,Low ESG Risk,Commercial Services,TKS,9757.T,106214211584.0,106214211584.0,18.72165,0.512,0.22412,0.423,0.941935483870968,0.0066561901944354,0.2404760136135686,26489973228312.797,1.0610067256571537e+35,,,0.0590916922535966,0.0692927464299513,0.0955050192501199,0.0826660768974852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0.0016197297
1486,"Nutanix, Inc.",19.1,Low ESG Risk,Software & Services,NAS,NTNX,14835456000.0,14835456000.0,303.10654,1.187,0.1567749967482353,,0.941935483870968,0.0009295261593899,0.2361810155872845,10928712.903912308,4024818348288241.5,233694656294267.8,559061.4064378679,0.1933768459013561,0.1320253994547373,0.1566729198648325,0.1566729198648325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1191,0.026236743
1487,TV TOKYO Holdings Corp.,19.1,Low ESG Risk,Media,TKS,9413.T,104440676352.0,104440676352.0,15.619968,0.09,0.06042,-0.521,0.941935483870968,0.0065450435678145,0.2403926536436028,208329665760000.0,9.664857288127184e+34,,,0.0325259444333614,0.0635747635574767,0.069575856194976,0.0803242116072027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,0.001351241
1488,Cambium Networks Corp.,19.1,Low ESG Risk,Technology Hardware,NAS,CMBM,47396496.0,47396496.0,56.325687,0.932,-1.1184,,0.941935483870968,2.765360685299082e-06,0.2354859449882559,17.27186362300253,946217287576.2446,8571834.031450046,593.2387367553879,0.1085865355170641,0.206363710382244,0.214419982973783,0.214419982973783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,605,0.004874822
1489,Henry Boot Plc,19.2,Low ESG Risk,Homebuilders,LON,BOOT.L,293977184.0,293977184.0,1157.8948,0.798,0.07097,5.133,0.9483870967741934,1.8218457509410576e-05,0.2371104380366804,2423500800.0,3.389033274270261e+24,1.618358396212784e+26,,0.0638626028669806,0.055505070128244,0.0722682670526104,0.0777283717288962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540,0.100229196
1490,"Gartner, Inc.",19.2,Low ESG Risk,Commercial Services,NYS,IT,37977235456.0,37977235456.0,46.936188,1.323,1.34407,0.181,0.9483870967741934,0.0023798106951189,0.2388816322148875,55313725606.276535,3.3157160965598276e+25,1.4994320431732947e+25,,0.0699562996675442,0.0901815166630574,0.086800282675695,0.0948624422157784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,982,0.0040620454
1491,Big 5 Sporting Goods Corp.,19.2,Low ESG Risk,Retailing,NAS,BGFV,44055268.0,44055268.0,57.894684,2.31,-0.1046,,0.9483870967741934,2.5559674833649857e-06,0.2370986911691608,21.67489544820976,1554507361.1383023,110528181.06129734,145395728.51407364,0.1634657008666972,0.3188661859525956,0.2624394154772688,0.2000830300642945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,516,0.0050106384
1492,S4 Capital Plc,19.2,Low ESG Risk,Media,LON,SFOR.L,293770624.0,293770624.0,49.009983,1.056,-0.00699,,0.9483870967741934,1.8205512490456017e-05,0.2371104283279162,6017634.877499215,7.188444864809753e+23,4.666987238680485e+20,185188769.2221813,0.2075017061563676,0.1684438197791971,0.1432519947486824,0.1432519947486824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1412,0.004241558
1493,"Japan Exchange Group, Inc.",19.2,Low ESG Risk,Diversified Financials,TKS,8697.T,1742544568320.0,1742544568320.0,29.585693,0.411,0.18765,-0.111,0.9483870967741934,0.1092042512123944,0.3189999626028442,149657028725568.0,1.954596064696395e+35,,,0.0250751215205776,0.0669977448102346,0.0735663117580633,0.1058120211808385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,0.0025601464
1494,Kyocera Corp.,19.2,Low ESG Risk,Technology Hardware,TKS,6971.T,2437663162368.0,2437663162368.0,24.15486,0.185,0.032449998,-0.008,0.9483870967741934,0.1527670096148853,0.3516720314047123,10671783343895.623,3.4154597375553915e+33,,,0.0481787395309371,0.0455272695807756,0.0568804885737932,0.0740129789959681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,195,0.002090041
1495,NXP Semiconductors NV,19.2,Low ESG Risk,Semiconductors,NAS,NXPI,58741428224.0,58741428224.0,21.611998,1.497,0.31456,-0.049,0.9483870967741934,0.0036810929809337,0.2398575939292486,4073407157.93012,3.134243289233923e+23,2.9314895317728192e+23,,0.0575090251718179,0.1025205646162285,0.10054960386219,0.117953738383465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1200,0.001869925
1496,"Reliance, Inc.",19.2,Low ESG Risk,Traders & Distributors,NYS,RS,14984571904.0,14984571904.0,13.889341,0.849,0.14962,-0.28,0.9483870967741934,0.0009388711836139,0.2378009275812588,6684295136.926928,3.8782626422177055e+23,7.437140305807392e+22,,0.0699044939640328,0.0807863920028366,0.0743689113575068,0.0944589786398567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1370,0.001201434
1497,Ituran Location & Control Ltd.,19.2,Low ESG Risk,Technology Hardware,NAS,ITRN,533745280.0,533745280.0,10.480469,1.153,0.30556,0.084,0.9483870967741934,3.324461236716999e-05,0.2371217076528237,492439.7226425041,74275684990500.98,1034114334417038.0,15511156409.050093,0.0694590818753511,0.0891966244173111,0.0890222738627073,0.0902916493671047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,986,0.00090635405
1498,"Kato Sangyo Co., Ltd.",19.2,Low ESG Risk,Food Retailers,TKS,9869.T,130073378816.0,130073378816.0,10.316539,0.041,0.09126,0.027,0.9483870967741934,0.0081514330878236,0.243210349009416,330446870325000.0,8.115788041248749e+36,,,0.0082788015129839,0.0465239477687962,0.0591839922278393,0.0666414414559204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367,0.0008921639
1499,"Hankyu Hanshin REIT, Inc.",19.2,Low ESG Risk,Real Estate,TKS,8977.T,85857198080.0,85857198080.0,20.40378,0.485,0.048130002,,0.9483870967741934,0.0053804256433727,0.2411320934260779,2.8596789221e+20,1.63648973170278e+53,,,0.0233173377913111,0.0440729796445005,0.0508218778857696,0.065540677193603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,324,0.0017653388
1500,AppLovin Corp.,19.2,Low ESG Risk,Software & Services,NAS,APP,28849029120.0,28849029120.0,36.884617,1.878,0.70921,3.076,0.9483870967741934,0.0018077502572768,0.238452586886506,51382584.92151482,19648499824507.46,4432662.836772887,455.68620299559177,0.1599630782132616,0.1933447455100586,0.1933447455100586,0.1933447455100586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,451,0.0031919582
1501,"Aviat Networks, Inc.",19.2,Low ESG Risk,Technology Hardware,NAS,AVNW,311493792.0,311493792.0,22.13393,1.807,0.05762,-0.341,0.9483870967741934,1.931621517100817e-05,0.2371112613549266,587883.2578601883,831343309834622.9,2271763410368.0776,,0.1150580774154454,0.1934508174111968,0.1665312271504115,0.2840672026597363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,477,0.0019151047
1502,Applied Digital Corp.,19.2,Low ESG Risk,Real Estate,NAS,APLD,1035942016.0,1035942016.0,60.117207,4.376,-1.53896,,0.9483870967741934,6.471704781661912e-05,0.2371453119794108,679.7230226833234,2293.5334095851895,47.89084891276401,4.700034157304076,0.5670267860639212,0.4948885066907973,0.4948885066907973,0.4948885066907973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,449,0.005203025
1503,Dole Plc,19.3,Low ESG Risk,Food Retailers,NYS,DOLE,1488847360.0,1488847360.0,7.959391,0.858,0.14338,0.901,0.9548387096774194,9.310041469646788e-05,0.2387795027303771,45554.95560048369,118762669.46361291,10897.82865820586,41.20367853012398,0.1247779934167807,0.1061092914490081,0.1061092914490081,0.1061092914490081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,710,0.0006881237
1504,J Sainsbury Plc,19.3,Low ESG Risk,Food Retailers,LON,SBRY.L,6985309184.0,6985309184.0,4996.6665,0.673,0.0194,,0.9548387096774194,0.0004375611161618,0.2390378482564762,5937593569.616729,2.4785326426595195e+24,5.435379081251e+25,,0.0473979109139818,0.0784498410970559,0.0761503321317594,0.068631585020175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1396,0.43252215
1505,"Helix Energy Solutions Group, Inc.",19.3,Low ESG Risk,Energy Services,NYS,HLX,1461229184.0,1461229184.0,15.153703,2.421,-0.00447,3.427,0.9548387096774194,9.136959647507762e-05,0.2387782046167111,14543.435576577604,81479758.73947974,985103545.1361496,,0.0883738342884239,0.1966930701055614,0.2085311086324066,0.176571806341222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,910,0.00131088
1506,"SENKO Group Holdings Co., Ltd.",19.3,Low ESG Risk,Transportation,TKS,9069.T,180792918016.0,180792918016.0,12.371979,0.268,0.09196,0.13,0.9548387096774194,0.011330002977011,0.2472071796521131,1895739358464.0,7.950712373220265e+30,,,0.0058889413251316,0.0528704320575983,0.052098211907439,0.066109519269178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,332,0.0010700875
1507,"Hakuhodo DY Holdings, Inc.",19.3,Low ESG Risk,Media,TKS,2433.T,446584422400.0,446584422400.0,17.153131,1.009,0.06871,,0.9548387096774194,0.0279870327127388,0.2596999519539089,2188290596800.0,4.080983982088191e+32,,,0.0289568642276616,0.0953586848210751,0.0840984883057852,0.0772322772456728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0014839552
1508,The Weir Group Plc,19.3,Low ESG Risk,Machinery,LON,WEIR.L,5090991616.0,5090991616.0,2307.0588,1.407,0.13003999,-0.068,0.9548387096774194,0.0003188451168216,0.2389488112569711,15899366248448.0,3.0617991381256496e+33,,,0.0236889871895512,0.0803506578614164,0.0974018881732343,0.0957359174077744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,0.19970348
1509,"Vital KSK Holdings, Inc.",19.3,Low ESG Risk,Healthcare,TKS,3151.T,60850683904.0,60850683904.0,10.414021,0.083,0.05809,0.174,0.9548387096774194,0.0038132790516037,0.2415696367080577,2761994686250.0,2.531555373399031e+30,,,0.0187832749021093,0.0671305077538548,0.0625435870964742,0.0751758749774642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.00090060214
1510,"Hovnanian Enterprises, Inc.",19.3,Low ESG Risk,Homebuilders,NYS,HOV,1157085952.0,1157085952.0,5.8976603,2.603,0.41306,0.32,0.9548387096774194,7.23090818394213e-05,0.2387639092307344,1235893373.6866024,4.091902043874879e+19,9.513511725316538e+18,,0.3086732485675825,0.2438443527529186,0.2649429886870307,0.231475214194026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,918,0.0005096555
1511,"M/I Homes, Inc.",19.3,Low ESG Risk,Homebuilders,NYS,MHO,4265001984.0,4265001984.0,8.479019,2.231,0.20998,0.243,0.9548387096774194,0.0002670807314493,0.2389099879679418,499583272.2404372,8.306991199209078e+18,1.0112810097160472e+18,,0.2342264158704989,0.1301124538262303,0.1362585623059229,0.1504217210642378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1112,0.0007331039
1512,"Landstar System, Inc.",19.3,Low ESG Risk,Transportation,NAS,LSTR,6523278336.0,6523278336.0,30.114565,0.804,0.21997999,-0.203,0.9548387096774194,0.0004086058581983,0.2390161318130035,1156891621.3197465,6.917419448630908e+22,6.885569555905016e+22,,0.0358557591198698,0.0617896065065998,0.0617321460748988,0.0692972745929496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1080,0.002605927
1513,Tosei Corp.,19.3,Low ESG Risk,Real Estate,TKS,8923.T,109619011584.0,109619011584.0,8.872676,0.536,0.14682001,-0.051,0.9548387096774194,0.0068695674239885,0.2438618529873462,32461654763520.0,2.799436115941796e+32,,,0.0541261979507228,0.0819023460174881,0.0889875061337471,0.1440802318643812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307,0.00076717976
1514,"Hogy Medical Co., Ltd.",19.3,Low ESG Risk,Healthcare,TKS,3593.T,93428785152.0,93428785152.0,35.924423,0.36,0.03381,0.135,0.9548387096774194,0.0058549334772376,0.2431008775272831,313463684579985.4,3.19504271070772e+36,,,0.0439334604358042,0.0545365694646772,0.0653017752527859,0.065415593582579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0.0031088416
1515,Kubota Corp.,19.3,Low ESG Risk,Machinery,TKS,6326.T,2435146055680.0,2435146055680.0,9.357081,0.782,0.11046,0.314,0.9548387096774194,0.1526092637115797,0.3531666252030396,19821142713893.555,2.8502583666535225e+34,,,0.0289358839277645,0.0786683497169472,0.0811003055831274,0.0872316240137072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0.000809111
1516,"Vertex Pharmaceuticals, Inc.",19.3,Low ESG Risk,Pharmaceuticals,NAS,VRTX,121594429440.0,121594429440.0,50.163414,0.406,-0.0324,,0.9548387096774194,0.0076200612811472,0.2444247233802153,54244198306.15785,4.2192618861640295e+25,5.188581819560205e+25,,0.0541503427999433,0.074462030450502,0.0863884070374413,0.1357912001960029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1581,0.0043414016
1517,nVent Electric Plc,19.3,Low ESG Risk,Electrical Equipment,NYS,NVT,10310317056.0,10310317056.0,18.137426,1.259,0.18707001,-0.015,0.9548387096774194,0.0006459378102318,0.2391941307770287,23396654.312035087,2.042152836307279e+16,298159690548.06116,38884.7733232314,0.016900931744791,0.0888312234842196,0.0940104463043583,0.0940104463043583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1196,0.001569158
1518,The Toro Co.,19.3,Low ESG Risk,Machinery,NYS,TTC,8480103424.0,8480103424.0,21.690289,0.691,0.2565,,0.9548387096774194,0.0005312391746919,0.2391081068003737,68362877.20256564,2.3452324535568037e+20,3.1093771702476564e+20,,0.0669163655434422,0.0757384769948359,0.0659178358809521,0.0728177893525498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1522,0.001876702
1519,"Cross Country Healthcare, Inc.",19.3,Low ESG Risk,Healthcare,NAS,CCRN,465544448.0,465544448.0,55.08,0.637,0.01868,,0.9548387096774194,2.8970498003514063e-05,0.2387314052928574,52278.03058608869,10100411695222.666,6834537321907.041,935308374411.7062,0.2622985358277602,0.1404265083583998,0.1336316191264677,0.1293741205330155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,578,0.0047669928
1520,NS Solutions Corp.,19.3,Low ESG Risk,Software & Services,TKS,2327.T,655915155456.0,655915155456.0,25.641943,0.327,0.1141,0.338,0.9548387096774194,0.0411056922169113,0.2695389465820383,127374668568875.0,1.0154830020111852e+34,,,0.1431485457972769,0.0696246802506018,0.0837905812614466,0.0933866760025555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0022187664
1521,GFT Technologies SE,19.3,Low ESG Risk,Software & Services,ETR,GFT.DE,558109120.0,558109120.0,11.459459,1.667,0.21133,0.025,0.9548387096774194,3.4771482867779354e-05,0.2387357560315056,263080.5112846521,359439122671392.44,63481526591909.33,346592103.15262973,0.040331777428881,0.1423036270630809,0.1373623376239443,0.168061725824599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,843,0.0009910978
1522,"Corsair Gaming, Inc.",19.3,Low ESG Risk,Technology Hardware,NAS,CRSR,632166208.0,632166208.0,56.325687,1.576,-0.04427,,0.9548387096774194,3.94126060662666e-05,0.2387392368739045,3607.290409890524,973945658287.526,986886.8518161168,249.86587386294843,0.0542890688849935,0.1494869566304461,0.1494869566304461,0.1494869566304461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,646,0.004874822
1523,"Mitsubishi Research Institute, Inc.",19.3,Low ESG Risk,Software & Services,TKS,3636.T,64221646848.0,64221646848.0,12.392177,0.493,0.078439996,,0.9548387096774194,0.0040245357286235,0.2417280792158225,408923151000000.0,4.839320486834608e+37,,,0.0357109826837782,0.0621475347491197,0.073660993892629,0.0694074163698573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,0.0010718359
1524,"Marui Group Co., Ltd.",19.3,Low ESG Risk,Retailing,TKS,8252.T,471055171584.0,471055171584.0,17.730772,0.413,0.10781,0.443,0.9548387096774194,0.0295206031620957,0.2608501297909266,34728626648993.75,3.492171432598803e+34,,,0.0317842823930656,0.0654411177149762,0.0780752708262056,0.0851045081789225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291,0.0015339571
1525,Nipro Corp.,19.4,Low ESG Risk,Healthcare,TKS,8086.T,217896255488.0,217896255488.0,25.51079,0.036,0.04032,-0.359,0.9612903225806452,0.0136552518482953,0.2505640195313827,2932504276117.5,4.629872874321249e+31,,,0.0377438453827984,0.0507960111712808,0.0618054256329106,0.0743585596461261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,0.0022074133
1526,"Roper Technologies, Inc.",19.4,Low ESG Risk,Software & Services,NAS,ROP,59322855424.0,59322855424.0,41.390427,1.022,0.082679994,-0.081,0.9612903225806452,0.003717530752645,0.243110728709645,93774627391.30788,4.31807799613736e+27,1.1972184062972865e+28,,0.0263964652115344,0.0650167032837174,0.0625732902719882,0.0656817818008349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1367,0.0035819917
1527,"Money Forward, Inc.",19.4,Low ESG Risk,Software & Services,TKS,3994.T,300543410176.0,300543410176.0,303.10654,1.243,-0.16740999,,0.9612903225806452,0.0188347105236275,0.2544486135378819,823736151790240.0,2.872713818307419e+38,7.284835534837379e+29,880983755619.853,0.1046007227549854,0.1574887774036835,0.155456410166465,0.155456410166465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,95,0.026236743
1528,"SHIFT, Inc.",19.4,Low ESG Risk,Software & Services,TKS,3697.T,208193323008.0,208193323008.0,37.423252,1.209,0.1863,-0.822,0.9612903225806452,0.0130471735907991,0.2501079608382606,2.682488599362e+16,4.71528563218166e+44,,,0.2142979893428665,0.1533330709179446,0.1491681833533375,0.1474505818939088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,0.0032385837
1529,Baker Hughes Co.,19.4,Low ESG Risk,Energy Services,NAS,BKR,33704146944.0,33704146944.0,17.101522,1.366,0.13033,0.45,0.9612903225806452,0.0021120182290928,0.2419065943169809,1559814.6348375606,343712438163739.2,3906745879462655.0,,0.1015417765491866,0.1160998992736994,0.1255004207617704,0.1112300569189463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,528,0.0014794877
1530,Royal Caribbean Group,19.4,Low ESG Risk,Consumer Services,NYS,RCL,41254129664.0,41254129664.0,17.476553,2.621,0.5165,0.825,0.9612903225806452,0.0025851721282843,0.2422614597413745,651115389.4162061,6.830033602919707e+19,4.835174491537715e+21,,0.0463441543986556,0.1705142568510239,0.1529636288057475,0.1525584658628047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1330,0.0015119513
1531,SLB NV,19.4,Low ESG Risk,Energy Services,NYS,SLB,57375735808.0,57375735808.0,13.205883,1.528,0.21972999,0.069,0.9612903225806452,0.0035955056735594,0.2430192099003308,3841150.7696302,1.247630791192912e+16,1.1264188296265074e+18,,0.0721389995753136,0.1299258654011947,0.122008107909255,0.1056149868083146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1428,0.0011422721
1532,EHang Holdings Ltd.,19.4,Low ESG Risk,Software & Services,NAS,EH,741695040.0,741695040.0,303.10654,1.02,-0.71022004,,0.9612903225806452,4.627672693337944e-05,0.2403572881903613,29316.8942831017,965905858848.4124,3303048.469412989,405.10348437799354,0.1723642684633952,0.4360876782951338,0.4168805873165811,0.4168805873165811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,736,0.026236743
1533,Asahi Group Holdings Ltd.,19.4,Low ESG Risk,Food Products,TKS,2502.T,2829791002624.0,2829791002624.0,16.207666,0.696,0.06802,0.146,0.9612903225806452,0.1773414786540247,0.3733286896356798,943996453126547.2,1.0721834878018972e+38,,,0.0267170747518721,0.0715802722869984,0.0674788014701137,0.0640124597588615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0014021135
1534,"Fukui Computer Holdings, Inc.",19.4,Low ESG Risk,Software & Services,TKS,9790.T,53176614912.0,53176614912.0,13.9275465,0.575,0.16775998,,0.9612903225806452,0.0033323487235633,0.2428218421878337,43274349405000.0,1.2238809726128238e+36,,,0.0219726928152646,0.0765950990331837,0.1186950341721939,0.1149328048185155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,362,0.0012047411
