,Unnamed: 0,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth
1263,3848,SoftBank Corp.,18.2,Low ESG Risk,Telecommunication Services,TKS,9434.T,9458718605312,9458718605312,19.267683,0.155,0.16289,0.101
1264,70,Modine Manufacturing Co.,18.2,Low ESG Risk,Auto Components,NYS,MOD,5158022656,5158022656,32.160133,2.223,0.23029,0.035
1265,1555,Beazley Plc,18.2,Low ESG Risk,Insurance,LON,BEZ.L,4858411008,4858411008,523.1292,0.684,0.35988,1.014
1266,812,Whirlpool Corp.,18.2,Low ESG Risk,Consumer Durables,NYS,WHR,5330795008,5330795008,10.032024,1.418,0.19740999,1.562
1267,854,"Driven Brands Holdings, Inc.",18.2,Low ESG Risk,Consumer Services,NAS,DRVN,2293866240,2293866240,,1.134,-0.57837003,-0.168
1268,1143,ORIX Corp.,18.2,Low ESG Risk,Diversified Financials,TKS,8591.T,3922344280064,3922344280064,10.729614,0.904,0.091230005,0.399
1269,2659,The PRS REIT Plc,18.2,Low ESG Risk,Real Estate,LON,PRSR.L,519591456,519591456,946.0,,,
1270,3299,"Marvelous, Inc.",18.2,Low ESG Risk,Software & Services,TKS,7844.T,36041052160,36041052160,,0.493,-0.03435,-0.675
1271,2804,"Dillard's, Inc.",18.2,Low ESG Risk,Retailing,NYS,DDS,5601296896,5601296896,8.542068,0.87,0.36101002,-0.425
1272,2660,"The RMR Group, Inc.",18.2,Low ESG Risk,Real Estate,NAS,RMR,411764576,411764576,16.197369,1.309,0.13623999,-0.804
1273,1403,"Eiken Chemical Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,4549.T,80370925568,80370925568,36.054634,,0.049489997,-0.324
1274,1430,"Japan Lifeline Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,7575.T,82318327808,82318327808,11.688183,0.133,0.14034,0.064
1275,3307,monday.com Ltd.,18.2,Low ESG Risk,Software & Services,NAS,MNDY,12188981248,12188981248,298.13416,1.309,0.05053,
1276,4035,Klöckner & Co. SE,18.2,Low ESG Risk,Traders & Distributors,ETR,KCO.DE,485283712,485283712,,1.892,-0.03582,
1277,3223,"Everi Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,EVRI,1111339904,1111339904,27.135416,2.152,0.17329,-0.626
1278,3282,"Koei Tecmo Holdings Co., Ltd.",18.2,Low ESG Risk,Software & Services,TKS,3635.T,503287873536,503287873536,14.624633,0.306,0.22905001,0.296
1279,1418,"HealthStream, Inc.",18.2,Low ESG Risk,Healthcare,NAS,HSTM,858420672,858420672,47.847458,0.361,0.05175,0.055
1280,3206,"Dun & Bradstreet Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,DNB,5182149632,5182149632,,1.167,-0.00875,
1281,1028,American Express Co.,18.3,Low ESG Risk,Diversified Financials,NYS,AXP,178382045184,178382045184,18.725374,1.212,0.34977,0.436
1282,2519,"Orchid Island Capital, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ORC,583549760,583549760,,1.85,-0.07305,
1283,3033,"Array Technologies, Inc.",18.3,Low ESG Risk,Semiconductors,NAS,ARRY,913075264,913075264,60.100002,1.623,0.11808,-0.768
1284,2321,Gateway Real Estate AG,18.3,Low ESG Risk,Real Estate,ETR,GTY.DE,141940640,141940640,,0.337,0.0025600002,
1285,1914,"Astellas Pharma, Inc.",18.3,Low ESG Risk,Pharmaceuticals,TKS,4503.T,3248595927040,3248595927040,151.5025,0.294,0.01322,0.137
1286,2307,"Forestar Group, Inc.",18.3,Low ESG Risk,Real Estate,NYS,FOR,1520621056,1520621056,7.8177085,1.761,0.13825,-0.183
1287,982,"Greif, Inc.",18.3,Low ESG Risk,Containers & Packaging,NYS,GEF,2892853760,2892853760,12.897827,0.928,0.13734001,-0.037
1288,1565,"eHealth, Inc.",18.3,Low ESG Risk,Insurance,NAS,EHTH,112034576,112034576,,0.517,-0.0341,
1289,1372,"Asahi Intecc Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,7747.T,751317483520,751317483520,47.61577,0.621,0.111049995,0.577
1290,1676,"TPI Composites, Inc.",18.3,Low ESG Risk,Machinery,NAS,TPIC,165724992,165724992,,1.903,,
1291,2490,NetSTREIT Corp.,18.3,Low ESG Risk,Real Estate,NYS,NTST,1312734080,1312734080,210.87502,0.945,0.00392,
1292,2860,"J. FRONT RETAILING Co., Ltd.",18.3,Low ESG Risk,Retailing,TKS,3086.T,378012991488,378012991488,11.111111,0.352,0.09109,0.768
1293,990,Packaging Corporation of America,18.3,Low ESG Risk,Containers & Packaging,NYS,PKG,18369208320,18369208320,25.662485,0.786,0.18013,-0.013
1294,425,Owens Corning,18.3,Low ESG Risk,Building Products,NYS,OC,13611771904,13611771904,13.233306,1.403,0.19860001,-0.143
1295,1477,"Suzuken Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,9987.T,407068606464,407068606464,13.71759,,0.07334,0.582
1296,2155,"ARMOUR Residential REIT, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ARR,999207104,999207104,,1.502,-0.09276,
1297,1774,IMAX Corp.,18.3,Low ESG Risk,Media,NYS,IMAX,1111476224,1111476224,54.102566,1.252,0.0847,-0.546
1298,3330,"NEXON Co., Ltd.",18.3,Low ESG Risk,Software & Services,TKS,3659.T,2263741104128,2263741104128,33.00472,0.228,0.06879,0.66
1299,1071,"Daiwa Securities Group, Inc.",18.3,Low ESG Risk,Diversified Financials,TKS,8601.T,1444274634752,1444274634752,12.180407,0.586,,0.033
1300,3833,Deutsche Telekom AG,18.3,Low ESG Risk,Telecommunication Services,ETR,DTE.DE,130589196288,130589196288,26.23,0.621,0.10299,0.364
1301,3837,IHS Holding Ltd.,18.3,Low ESG Risk,Telecommunication Services,NYS,IHS,1005883456,1005883456,,1.129,-10.4403105,
1302,2394,Invincible Investment Corp.,18.3,Low ESG Risk,Real Estate,TKS,8963.T,390079250432,390079250432,16.30288,0.774,0.08754,0.31
1303,424,LIXIL Corp.,18.3,Low ESG Risk,Building Products,TKS,5938.T,494552514560,494552514560,,0.825,-0.023459999,
1304,1138,NB Private Equity Partners Ltd.,18.3,Low ESG Risk,Diversified Financials,LON,NBPE.L,744852288,744852288,3559.0908,,,
1305,919,TAL Education Group,18.3,Low ESG Risk,Consumer Services,NYS,TAL,4628807680,4628807680,95.75,0.013,0.01438,
1306,3163,"Bushiroad, Inc.",18.3,Low ESG Risk,Software & Services,TKS,7803.T,23985176576,23985176576,31.433823,0.403,0.03906,0.009
1307,3350,PagSeguro Digital Ltd.,18.3,Low ESG Risk,Software & Services,NYS,PAGS,2925862656,2925862656,8.817308,1.948,0.14044,0.321
1308,3880,"Allbirds, Inc.",18.3,Low ESG Risk,Textiles & Apparel,NAS,BIRD,82732424,82732424,,1.804,-0.66116995,
1309,1411,"Fulgent Genetics, Inc.",18.3,Low ESG Risk,Healthcare,NAS,FLGT,641987072,641987072,,1.504,-0.14275,
1310,3004,"Warby Parker, Inc.",18.4,Low ESG Risk,Retailing,NYS,WRBY,1666932608,1666932608,,1.813,-0.14538,
1311,634,"Progyny, Inc.",18.4,Low ESG Risk,Commercial Services,NAS,PGNY,2125101824,2125101824,37.36508,1.443,0.13558,0.133
1312,1253,Petrofac Ltd.,18.4,Low ESG Risk,Energy Services,LON,PFC.L,79877784,79877784,,0.97,,
1313,659,Serco Group Plc,18.4,Low ESG Risk,Commercial Services,LON,SRP.L,1800520448,1800520448,1326.9231,0.385,0.14084,-0.407
1314,931,"Universal Technical Institute, Inc.",18.4,Low ESG Risk,Consumer Services,NYS,UTI,891123392,891123392,33.795918,1.357,0.12998,
1315,4309,Brookfield Renewable Corp.,18.4,Low ESG Risk,Utilities,NYS,BEPC,4921612288,4921612288,6.6053267,0.972,0.06511,
1316,2477,Mitsubishi Estate Logistics REIT Investment Corp.,18.4,Low ESG Risk,Real Estate,TKS,3481.T,187799912448,187799912448,26.003723,0.241,,
1317,3140,Auction Technology Group Plc,18.4,Low ESG Risk,Software & Services,LON,ATG.L,462912192,462912192,4750.0,1.29,0.02138,-0.535
1318,3204,"DoubleVerify Holdings, Inc.",18.4,Low ESG Risk,Software & Services,NYS,DV,3058992128,3058992128,52.941177,0.926,0.059899997,-0.429
1319,3011,Winmark Corp.,18.4,Low ESG Risk,Retailing,NAS,WINA,1217294976,1217294976,31.578997,0.774,,
1320,1327,"Mitsubishi Shokuhin Co., Ltd.",18.4,Low ESG Risk,Food Retailers,TKS,7451.T,220661989376,220661989376,9.833146,0.065,0.11452,-0.032
1321,2325,Getty Realty Corp.,18.4,Low ESG Risk,Real Estate,NYS,GTY,1715509760,1715509760,26.605042,0.943,0.072859995,0.143
1322,1531,Henkel AG & Co. KGaA,18.4,Low ESG Risk,Household Products,ETR,HEN3.DE,32033882112,32033882112,19.084906,0.581,0.09002,0.828
1323,3426,"Tyler Technologies, Inc.",18.4,Low ESG Risk,Software & Services,NYS,TYL,25133793280,25133793280,122.19709,0.778,0.07044,0.365
1324,1149,"PROG Holdings, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,PRG,1938770816,1938770816,18.69796,2.09,0.18601,-0.025
1325,1695,"Advantage Solutions, Inc. (California)",18.4,Low ESG Risk,Media,NAS,ADV,1086623744,1086623744,,1.556,-0.16049999,
1326,1046,"BlackRock, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,BLK,130047500288,130047500288,21.779707,1.317,0.15204,0.103
1327,3327,"NetScout Systems, Inc.",18.4,Low ESG Risk,Software & Services,NAS,NTCT,1389270656,1389270656,,0.576,-0.33894002,
1328,1437,Medipal Holdings Corp.,18.4,Low ESG Risk,Healthcare,TKS,7459.T,553694920704,553694920704,14.2450905,0.114,0.06865,-0.179
1329,432,Volution Group Plc,18.4,Low ESG Risk,Building Products,LON,FAN.L,1050578112,1050578112,2528.5715,1.359,0.18872999,0.294
1330,1455,"Patterson Cos., Inc.",18.4,Low ESG Risk,Healthcare,NAS,PDCO,1805197312,1805197312,11.314918,1.008,0.16284001,-0.531
1331,3337,NTT DATA Group Corp.,18.4,Low ESG Risk,Software & Services,TKS,9613.T,3266706407424,3266706407424,25.57629,0.737,0.0497,-0.232
1332,430,Tyman Plc,18.4,Low ESG Risk,Building Products,LON,TYMN.L,775928768,775928768,1990.0,1.384,0.07159,0.078
1333,3354,"Paycom Software, Inc.",18.4,Low ESG Risk,Software & Services,NYS,PAYC,9408576512,9408576512,19.76116,1.176,0.33328,0.081
1334,3247,"GoDaddy, Inc.",18.4,Low ESG Risk,Software & Services,NYS,GDDY,21550540800,21550540800,12.717969,1.125,,0.87
1335,3083,"Rambus, Inc.",18.5,Low ESG Risk,Semiconductors,NAS,RMBS,4173676544,4173676544,18.545454,1.189,0.23368,-0.781
1336,1968,"Pacific Biosciences of California, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NAS,PACB,452398112,452398112,,2.034,-0.70571,
1337,443,Croda International Plc,18.5,Low ESG Risk,Chemicals,LON,CRDA.L,5546302464,5546302464,3424.138,0.744,0.070250005,-0.092
1338,4037,McGrath RentCorp,18.5,Low ESG Risk,Traders & Distributors,NAS,MGRC,2523995648,2523995648,21.78178,0.749,0.12628001,-0.327
1339,4027,"DNOW, Inc.",18.5,Low ESG Risk,Traders & Distributors,NYS,DNOW,1262734208,1262734208,5.757282,1.438,0.23076999,-0.318
1340,621,"MSA Safety, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,MSA,6719524864,6719524864,24.746376,0.989,0.29177,0.076
1341,2570,Ready Capital Corp.,18.5,Low ESG Risk,Real Estate,NYS,RC,1335187200,1335187200,,1.476,-0.01518,
1342,3799,Tt Electronics Plc,18.5,Low ESG Risk,Technology Hardware,LON,TTG.L,260610416,260610416,,0.948,-0.04585,-0.507
1343,1125,M&G Plc,18.5,Low ESG Risk,Diversified Financials,LON,MNG.L,4960753664,4960753664,2977.1428,1.468,0.045760002,
1344,476,"Toray Industries, Inc.",18.5,Low ESG Risk,Chemicals,TKS,3402.T,1230474838016,1230474838016,35.20997,0.744,0.02394,0.926
1345,1935,"Elanco Animal Health, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NYS,ELAN,7306123264,7306123264,,1.405,-0.18785,
1346,1139,Ninety One Plc,18.5,Low ESG Risk,Diversified Financials,LON,N91.L,1424044416,1424044416,890.55554,0.657,0.45686,0.08
1347,4335,"Essential Utilities, Inc.",18.5,Low ESG Risk,Utilities,NYS,WTRG,10662338560,10662338560,19.09804,0.839,0.09453,-0.19
1348,3432,"Upwork, Inc.",18.5,Low ESG Risk,Software & Services,NAS,UPWK,1239545728,1239545728,17.38889,1.537,0.22267,
1349,106,"The Yokohama Rubber Co., Ltd.",18.5,Low ESG Risk,Auto Components,TKS,5101.T,503773855744,503773855744,5.847986,0.542,0.106920004,0.49
1350,849,Compass Group Plc,18.5,Low ESG Risk,Consumer Services,LON,CPG.L,42206732288,42206732288,3313.3333,0.81,0.26608,0.162
1351,3276,"KBR, Inc.",18.5,Low ESG Risk,Software & Services,NYS,KBR,8183905280,8183905280,42.130135,0.907,0.13420999,
1352,1361,Addus HomeCare Corp.,18.5,Low ESG Risk,Healthcare,NAS,ADUS,2296023040,2296023040,30.202381,1.04,0.08677,0.209
1353,777,"Purple Innovation, Inc.",18.5,Low ESG Risk,Consumer Durables,NAS,PRPL,108785080,108785080,,2.079,-0.85856,
1354,3363,"PowerSchool Holdings, Inc.",18.5,Low ESG Risk,Software & Services,NYS,PWSC,3788409088,3788409088,,1.052,-0.03932,
1355,365,"Resona Holdings, Inc.",18.5,Low ESG Risk,Banks,TKS,8308.T,2448335044608,2448335044608,13.811759,0.506,0.06691,0.588
1356,644,"Republic Services, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,RSG,64478162944,64478162944,34.44631,0.707,0.17778999,0.201
1357,3369,"PTC, Inc.",18.5,Low ESG Risk,Software & Services,NAS,PTC,20158652416,20158652416,68.4898,1.177,0.10524999,0.118
1358,1366,"Align Technology, Inc.",18.6,Low ESG Risk,Healthcare,NAS,ALGN,16536444928,16536444928,37.64966,1.643,0.12088,-0.123
1359,700,CRH Plc,18.6,Low ESG Risk,Construction Materials,NYS,CRH,57426845696,57426845696,17.5625,1.384,0.15487,0.16
1360,1151,Rathbones Group Plc,18.6,Low ESG Risk,Diversified Financials,LON,RAT.L,1926054016,1926054016,2914.7542,0.655,0.06376,0.305
1361,1596,"Prudential Financial, Inc.",18.6,Low ESG Risk,Insurance,NYS,PRU,41037148160,41037148160,14.680715,1.286,0.09594,1.377
1362,2327,Global One Real Estate Investment Corp.,18.6,Low ESG Risk,Real Estate,TKS,8958.T,102896697344,102896697344,15.313935,0.543,0.06469,
1363,2602,"Sankei Real Estate, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2972.T,37087662080,37087662080,17.103996,0.355,0.041079998,
1364,1731,"Cinemark Holdings, Inc.",18.6,Low ESG Risk,Media,NYS,CNK,3500182528,3500182528,27.76699,2.379,0.46205002,-0.596
1365,2630,"SOSiLA Logistics REIT, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2979.T,81698250752,81698250752,22.737764,0.256,0.045149997,
1366,1579,Lincoln National Corp.,18.6,Low ESG Risk,Insurance,NYS,LNC,4959540224,4959540224,3.060924,1.8,0.25189,0.736
1367,3628,Hamamatsu Photonics KK,18.6,Low ESG Risk,Technology Hardware,TKS,6965.T,528709779456,528709779456,17.007145,,0.09636,-0.583
1368,2912,Next Plc,18.6,Low ESG Risk,Retailing,LON,NXT.L,12043779072,12043779072,1534.2988,1.369,0.57098997,0.268
1369,1590,Phoenix Group Holdings Plc,18.6,Low ESG Risk,Insurance,LON,PHNX.L,5703998464,5703998464,,0.732,-0.02263,
1370,2522,"OUTFRONT Media, Inc.",18.6,Low ESG Risk,Real Estate,NYS,OUT,2644093184,2644093184,12.160306,1.95,0.29656,
1371,1788,Liberty Broadband Corp.,18.6,Low ESG Risk,Media,NAS,LBRDK,8519058944,8519058944,10.772973,1.025,0.088240005,-0.205
1372,2444,Life Science Reit Plc,18.6,Low ESG Risk,Real Estate,LON,LABS.L,115150008,115150008,,,,
1373,2245,"CTO Realty Growth, Inc.",18.6,Low ESG Risk,Real Estate,NYS,CTO,451306304,451306304,39.836735,0.602,0.03452,
1374,1100,"Intercontinental Exchange, Inc.",18.6,Low ESG Risk,Diversified Financials,NYS,ICE,92838764544,92838764544,40.124065,1.091,0.09365,-0.225
1375,3068,"Micron Technology, Inc.",18.6,Low ESG Risk,Semiconductors,NAS,MU,95659614208,95659614208,,1.176,-0.03434,
1376,649,"Rollins, Inc.",18.6,Low ESG Risk,Commercial Services,NYS,ROL,24051032064,24051032064,52.273685,0.697,0.35711,0.215
1377,1662,Otis Worldwide Corp.,18.6,Low ESG Risk,Machinery,NYS,OTIS,36722884608,36722884608,25.60894,0.93,,0.133
1378,2386,"Innovative Industrial Properties, Inc.",18.6,Low ESG Risk,Real Estate,NYS,IIPR,3476028672,3476028672,21.524563,1.37,0.08443,0.002
1379,3887,ASICS Corp.,18.7,Low ESG Risk,Textiles & Apparel,TKS,7936.T,1923228106752,1923228106752,36.63039,1.459,0.22833,0.846
1380,1082,FinVolution Group,18.7,Low ESG Risk,Diversified Financials,NYS,FINV,1364186240,1364186240,4.6460176,0.439,0.15909,0.051
1381,3366,Progress Software Corp.,18.7,Low ESG Risk,Software & Services,NAS,PRGS,2404894976,2404894976,34.4908,0.909,0.17858,0.37
1382,1396,CVS Health Corp.,18.7,Low ESG Risk,Healthcare,NYS,CVS,71038132224,71038132224,10.048043,0.528,0.097279996,-0.048
1383,446,Evonik Industries AG,18.7,Low ESG Risk,Chemicals,ETR,EVK.DE,9187189760,9187189760,,1.027,-0.00777,
1384,2750,"AOYAMA TRADING Co., Ltd.",18.7,Low ESG Risk,Retailing,TKS,8219.T,67216400384,67216400384,6.9559836,,0.056020003,-0.35
1385,3271,"Jack Henry & Associates, Inc.",18.7,Low ESG Risk,Software & Services,NAS,JKHY,12532936704,12532936704,32.931034,0.638,0.22128999,0.031
1386,1029,"Ameriprise Financial, Inc.",18.7,Low ESG Risk,Diversified Financials,NYS,AMP,42844643328,42844643328,14.938378,1.346,0.67629,-0.023
1387,991,"Pactiv Evergreen, Inc.",18.7,Low ESG Risk,Containers & Packaging,NAS,PTVE,1970012544,1970012544,27.474998,1.299,0.06105,
1388,1423,"ICU Medical, Inc.",18.7,Low ESG Risk,Healthcare,NAS,ICUI,4043119872,4043119872,,0.653,-0.034089997,
1389,3046,"Entegris, Inc.",18.7,Low ESG Risk,Semiconductors,NAS,ENTG,15852690432,15852690432,86.776855,1.238,0.05373,-0.657
1390,3525,"Aiphone Co., Ltd.",18.7,Low ESG Risk,Technology Hardware,TKS,6718.T,46862819328,46862819328,10.101046,0.261,0.070089996,-0.13
1391,4103,"Kawasaki Kisen Kaisha, Ltd.",18.7,Low ESG Risk,Transportation,TKS,9107.T,1355196792832,1355196792832,10.020118,1.794,0.08619001,1.013
1392,4302,"American Water Works Co., Inc.",18.7,Low ESG Risk,Utilities,NYS,AWK,28451946496,28451946496,29.858896,0.691,0.09631,-0.011
1393,1716,Bowlero Corp.,18.7,Low ESG Risk,Media,NYS,BOWL,1621971968,1621971968,,,-0.66946,
1394,3959,"NIKE, Inc.",18.7,Low ESG Risk,Textiles & Apparel,NYS,NKE,119184121856,119184121856,21.310991,1.014,0.40093,0.505
1395,1207,FDK Corp.,18.7,Low ESG Risk,Electrical Equipment,TKS,6955.T,21289955328,21289955328,87.76671,1.77,0.01611,
1396,1636,Daimler Truck Holding AG,18.7,Low ESG Risk,Machinery,ETR,DTG.DE,24730103808,24730103808,6.8344364,1.178,0.17694001,-0.17
1397,1974,"Quantum-Si, Inc.",18.7,Low ESG Risk,Pharmaceuticals,NAS,QSI,135228704,135228704,,2.907,-0.32576,
1398,453,Johnson Matthey Plc,18.8,Low ESG Risk,Chemicals,LON,JMAT.L,2813676544,2813676544,2732.7588,0.95,0.043909997,-0.624
1399,3304,"Mitek Systems, Inc.",18.8,Low ESG Risk,Software & Services,NAS,MITK,383029504,383029504,,1.079,-0.0323,
1400,2743,"Adastria Co., Ltd.",18.8,Low ESG Risk,Retailing,TKS,2685.T,158626299904,158626299904,11.795235,0.408,0.19347,-0.012
1401,2487,"National Health Investors, Inc.",18.8,Low ESG Risk,Real Estate,NYS,NHI,3587652864,3587652864,28.08163,1.063,0.09897,-0.141
1402,2807,"Dollar Tree, Inc.",18.8,Low ESG Risk,Retailing,NAS,DLTR,14494759936,14494759936,,0.872,-0.12983,-0.323
1403,2473,MIRAI Corp.,18.8,Low ESG Risk,Real Estate,TKS,3476.T,82878267392,82878267392,18.053617,0.483,0.05233,
1404,3367,"PROS Holdings, Inc.",18.8,Low ESG Risk,Software & Services,NYS,PRO,821861696,821861696,,1.206,,
1405,4162,"United Parcel Service, Inc.",18.8,Low ESG Risk,Transportation,NYS,UPS,110395777024,110395777024,21.02447,0.977,0.28331,-0.32
1406,1075,DWS Group GmbH & Co. KGaA,18.8,Low ESG Risk,Diversified Financials,ETR,DWS.DE,6888225792,6888225792,11.882353,1.401,0.07942,0.125
1407,3889,Bijou Brigitte modische Accessoires AG,18.8,Low ESG Risk,Textiles & Apparel,ETR,BIJ.DE,258291712,258291712,10.718849,0.846,0.09761,-0.326
1408,4338,Exelon Corp.,18.8,Low ESG Risk,Utilities,NAS,EXC,38749364224,38749364224,16.004131,0.601,0.09455,0.316
1409,2514,"One REIT, Inc.",18.8,Low ESG Risk,Real Estate,TKS,3290.T,65237725184,65237725184,17.985985,0.576,0.05933,-0.022
1410,572,"FTI Consulting, Inc.",18.8,Low ESG Risk,Commercial Services,NYS,FCN,7823448576,7823448576,23.660152,0.095,0.16674,0.337
1411,3272,Jamf Holding Corp.,18.8,Low ESG Risk,Software & Services,NAS,JAMF,2236270336,2236270336,,0.42,-0.12776,
1412,3863,"Verizon Communications, Inc.",18.8,Low ESG Risk,Telecommunication Services,NYS,VZ,179872792576,179872792576,16.06391,0.407,0.120950006,-0.009
1413,3622,Gilat Satellite Networks Ltd.,18.8,Low ESG Risk,Technology Hardware,NAS,GILT,251159904,251159904,12.585715,0.565,0.07388,-0.714
1414,1517,MJ Gleeson Plc,18.8,Low ESG Risk,Homebuilders,LON,GLE.L,332777376,332777376,1965.5173,1.141,0.06003,-0.563
1415,78,"Nifco, Inc.",18.8,Low ESG Risk,Auto Components,TKS,7988.T,348938403840,348938403840,20.450216,0.961,0.075890005,-0.088
1416,2366,"Hoshino Resorts REIT, Inc.",18.8,Low ESG Risk,Real Estate,TKS,3287.T,140893077504,140893077504,27.136047,0.624,0.037019998,
1417,3421,"Toast, Inc.",18.8,Low ESG Risk,Software & Services,NYS,TOST,13274440704,13274440704,,1.751,-0.115159996,
1418,1035,Ares Management Corp.,18.8,Low ESG Risk,Diversified Financials,NYS,ARES,43844059136,43844059136,72.206184,1.235,0.20433001,-0.423
1419,687,"Waste Management, Inc.",18.8,Low ESG Risk,Commercial Services,NYS,WM,83658129408,83658129408,33.141495,0.753,0.35022998,0.119
1420,456,Lanxess AG,18.8,Low ESG Risk,Chemicals,ETR,LXS.DE,2106849792,2106849792,,1.621,-0.16136,
1421,1634,"Cummins, Inc.",18.8,Low ESG Risk,Machinery,NYS,CMI,40677216256,40677216256,21.261461,0.975,0.1894,0.042
1422,3416,"The Hackett Group, Inc.",18.8,Low ESG Risk,Software & Services,NAS,HCKT,700308608,700308608,20.42742,0.915,0.39687002,-0.031
1423,4358,NextEnergy Solar Fund Ltd.,18.8,Low ESG Risk,Utilities,LON,NESF.L,471902976,471902976,8040.0005,,,
1424,2535,Peakstone Realty Trust,18.8,Low ESG Risk,Real Estate,NYS,PKST,494345760,494345760,,,-0.124230005,
1425,1148,Plus500 Ltd.,18.8,Low ESG Risk,Diversified Financials,LON,PLUS.L,1938640896,1938640896,1002.33466,0.198,0.39308,0.165
1426,1749,"Digital Holdings, Inc.",18.8,Low ESG Risk,Media,TKS,2389.T,16691664896,16691664896,7.973311,0.929,0.0686,
1427,3205,"Dropbox, Inc.",18.8,Low ESG Risk,Software & Services,NAS,DBX,7330821632,7330821632,13.453487,0.608,,1.687
1428,4003,"Wolverine World Wide, Inc.",18.9,Low ESG Risk,Textiles & Apparel,NYS,WWW,1128149504,1128149504,,1.772,-0.25011998,-0.425
1429,3802,"ViaSat, Inc.",18.9,Low ESG Risk,Technology Hardware,NAS,VSAT,2040630656,2040630656,,1.356,-0.17938,
1430,419,"Interface, Inc.",18.9,Low ESG Risk,Building Products,NAS,TILE,1027318272,1027318272,15.592921,1.978,0.15829,0.414
1431,3548,"Belden, Inc.",18.9,Low ESG Risk,Technology Hardware,NYS,BDC,4058514944,4058514944,21.116772,1.065,0.16549999,-0.256
1432,1213,"Hubbell, Inc.",18.9,Low ESG Risk,Electrical Equipment,NYS,HUBB,20297822208,20297822208,27.926144,0.898,0.25931,0.031
1433,3519,"ADTRAN Holdings, Inc.",18.9,Low ESG Risk,Technology Hardware,NAS,ADTN,398536992,398536992,,1.191,-0.58409,
1434,1599,"Reinsurance Group of America, Inc.",18.9,Low ESG Risk,Insurance,NYS,RGA,14014497792,14014497792,16.547434,0.912,0.097629994,-0.007
1435,3041,Broadcom Inc.,18.9,Low ESG Risk,Semiconductors,NAS,AVGO,655500181504,655500181504,114.48781,1.183,0.12509,1.881
1436,1152,Regional Management Corp.,18.9,Low ESG Risk,Diversified Financials,NYS,RM,316651616,316651616,12.275591,1.517,0.07472,0.365
1437,2997,"Urban Outfitters, Inc.",18.9,Low ESG Risk,Retailing,NAS,URBN,3271550208,3271550208,10.844036,1.493,0.14732,0.127
1438,1310,HelloFresh SE,18.9,Low ESG Risk,Food Retailers,ETR,HFG.DE,1167009280,1167009280,,0.028,-0.09821,-0.87
1439,1219,Nitto Kogyo Corp.,18.9,Low ESG Risk,Electrical Equipment,TKS,6651.T,118153199616,118153199616,10.706675,0.238,0.10408,1.678
1440,3398,"Square Enix Holdings Co., Ltd.",18.9,Low ESG Risk,Software & Services,TKS,9684.T,664141692928,664141692928,34.482975,0.426,0.06063,0.685
1441,804,Ultimate Products PLC,18.9,Low ESG Risk,Consumer Durables,LON,ULTP.L,119454936,119454936,992.8571,1.387,0.26669002,-0.024
1442,1375,"Avanos Medical, Inc.",18.9,Low ESG Risk,Healthcare,NYS,AVNS,1098640640,1098640640,159.4,0.908,0.0057,
1443,881,"Laureate Education, Inc.",18.9,Low ESG Risk,Consumer Services,NAS,LAUR,2228697088,2228697088,11.4140625,0.869,0.21229,1.349
1444,737,"Energizer Holdings, Inc.",18.9,Low ESG Risk,Consumer Durables,NYS,ENR,2099317888,2099317888,208.85715,1.034,0.07027,
1445,2954,"Shoe Carnival, Inc.",18.9,Low ESG Risk,Retailing,NAS,SCVL,1103252224,1103252224,14.397163,1.525,0.13158,0.155
1446,1952,"Ironwood Pharmaceuticals, Inc.",18.9,Low ESG Risk,Pharmaceuticals,NAS,IRWD,792305472,792305472,62.0,0.489,,
1447,1756,Entravision Communications Corp.,18.9,Low ESG Risk,Media,NYS,EVC,174574992,174574992,,1.003,-0.022160001,
1448,1910,Adaptive Biotechnologies Corp.,18.9,Low ESG Risk,Pharmaceuticals,NAS,ADPT,628230784,628230784,,1.433,-0.67014,
1449,2960,"Sonic Automotive, Inc.",18.9,Low ESG Risk,Retailing,NYS,SAH,1957134720,1957134720,10.602589,1.618,0.20896,0.815
1450,2520,"Orion Office REIT, Inc.",19.0,Low ESG Risk,Real Estate,NYS,ONL,218196432,218196432,,0.989,-0.10568,
1451,2261,"DigitalBridge Group, Inc.",19.0,Low ESG Risk,Real Estate,NYS,DBRG,2081224192,2081224192,4.2671757,1.977,0.18673,
