,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score
1261,Direct Marketing MiX Inc.,18.2,Low ESG Risk,Media,TKS,7354.T,11680049152.0,11680049152.0,,0.774,-0.024,-0.146,0.8838709677419354,0.0007317782824694484,0.22151657564733593
1262,"Thoughtworks Holding, Inc.",18.2,Low ESG Risk,Commercial Services,NAS,TWKS,1419133312.0,1419133312.0,,1.142,-0.15187,,0.8838709677419354,8.873146779116624e-05,0.22103429053632723
1263,SoftBank Corp.,18.2,Low ESG Risk,Telecommunication Services,TKS,9434.T,9458718605312.0,9458718605312.0,19.267683,0.155,0.16289,0.101,0.8838709677419354,0.5927732828039222,0.6655477040384254
1264,Modine Manufacturing Co.,18.2,Low ESG Risk,Auto Components,NYS,MOD,5158022656.0,5158022656.0,32.160133,2.223,0.23029,0.035,0.8838709677419354,0.0003230459208657343,0.22121002637613316
1265,Beazley Plc,18.2,Low ESG Risk,Insurance,LON,BEZ.L,4858411008.0,4858411008.0,523.1292,0.684,0.35988,1.014,0.8838709677419354,0.00030426939848789256,0.22119594398434977
1266,Whirlpool Corp.,18.2,Low ESG Risk,Consumer Durables,NYS,WHR,5330795008.0,5330795008.0,10.032024,1.418,0.19740999,1.562,0.8838709677419354,0.000333873483663294,0.2212181470482313
1267,"Driven Brands Holdings, Inc.",18.2,Low ESG Risk,Consumer Services,NAS,DRVN,2293866240.0,2293866240.0,,1.134,-0.57837003,-0.168,0.8838709677419354,0.0001435505728121667,0.22107540486509297
1268,ORIX Corp.,18.2,Low ESG Risk,Diversified Financials,TKS,8591.T,3922344280064.0,3922344280064.0,10.729614,0.904,0.091230005,0.399,0.8838709677419354,0.2458112834822953,0.40532620454720536
1269,The PRS REIT Plc,18.2,Low ESG Risk,Real Estate,LON,PRSR.L,519591456.0,519591456.0,946.0,,,,0.8838709677419354,3.23575988119826e-05,0.22099201013459283
1270,"Marvelous, Inc.",18.2,Low ESG Risk,Software & Services,TKS,7844.T,36041052160.0,36041052160.0,,0.493,-0.03435,-0.675,0.8838709677419354,0.0022584709901120486,0.22266159517806788
1271,"Dillard's, Inc.",18.2,Low ESG Risk,Retailing,NYS,DDS,5601296896.0,5601296896.0,8.542068,0.87,0.36101002,-0.425,0.8838709677419354,0.00035082571094546036,0.22123086121869295
1272,"The RMR Group, Inc.",18.2,Low ESG Risk,Real Estate,NAS,RMR,411764576.0,411764576.0,16.197369,1.309,0.13623999,-0.804,0.8838709677419354,2.5600138483695047e-05,0.22098694203934663
1273,"Eiken Chemical Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,4549.T,80370925568.0,80370925568.0,36.054634,,0.049489997,-0.324,0.8838709677419354,0.005036603501342731,0.2247451945614909
1274,"Japan Lifeline Co., Ltd.",18.2,Low ESG Risk,Healthcare,TKS,7575.T,82318327808.0,82318327808.0,11.688183,0.133,0.14034,0.064,0.8838709677419354,0.005158646292342696,0.2248367266547409
1275,monday.com Ltd.,18.2,Low ESG Risk,Software & Services,NAS,MNDY,12188981248.0,12188981248.0,298.13416,1.309,0.05053,,0.8838709677419354,0.0007636728197917954,0.2215404965503277
1276,Klöckner & Co. SE,18.2,Low ESG Risk,Traders & Distributors,ETR,KCO.DE,485283712.0,485283712.0,,1.892,-0.03582,,0.8838709677419354,3.020754848099792e-05,0.2209903975968446
1277,"Everi Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,EVRI,1111339904.0,1111339904.0,27.135416,2.152,0.17329,-0.626,0.8838709677419354,6.944219832636835e-05,0.22101982358422864
1278,"Koei Tecmo Holdings Co., Ltd.",18.2,Low ESG Risk,Software & Services,TKS,3635.T,503287873536.0,503287873536.0,14.624633,0.306,0.22905001,0.296,0.8838709677419354,0.031540611574786125,0.24462320061657344
1279,"HealthStream, Inc.",18.2,Low ESG Risk,Healthcare,NAS,HSTM,858420672.0,858420672.0,47.847458,0.361,0.05175,0.055,0.8838709677419354,5.3591867903184856e-05,0.22100793583641123
1280,"Dun & Bradstreet Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,DNB,5182149632.0,5182149632.0,,1.167,-0.00875,,0.8838709677419354,0.0003245579472098291,0.22121116039589123
1281,American Express Co.,18.3,Low ESG Risk,Diversified Financials,NYS,AXP,178382045184.0,178382045184.0,18.725374,1.212,0.34977,0.436,0.8903225806451613,0.011178914699961908,0.23096483118626177
1282,"Orchid Island Capital, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ORC,583549760.0,583549760.0,,1.85,-0.07305,,0.8903225806451613,3.6365835922659965e-05,0.22260791953823234
1283,"Array Technologies, Inc.",18.3,Low ESG Risk,Semiconductors,NAS,ARRY,913075264.0,913075264.0,60.100002,1.623,0.11808,-0.768,0.8903225806451613,5.701704571783314e-05,0.22262340794557872
1284,Gateway Real Estate AG,18.3,Low ESG Risk,Real Estate,ETR,GTY.DE,141940640.0,141940640.0,,0.337,0.0025600002,,0.8903225806451613,8.690398137480818e-06,0.22258716295989345
1285,"Astellas Pharma, Inc.",18.3,Low ESG Risk,Pharmaceuticals,TKS,4503.T,3248595927040.0,3248595927040.0,151.5025,0.294,0.01322,0.137,0.8903225806451613,0.20358778812743797,0.3752714862568688
1286,"Forestar Group, Inc.",18.3,Low ESG Risk,Real Estate,NYS,FOR,1520621056.0,1520621056.0,7.8177085,1.761,0.13825,-0.183,0.8903225806451613,9.509165742001762e-05,0.22265196390435535
1287,"Greif, Inc.",18.3,Low ESG Risk,Containers & Packaging,NYS,GEF,2892853760.0,2892853760.0,12.897827,0.928,0.13734001,-0.037,0.8903225806451613,0.00018108884159578862,0.22271646179248716
1288,"eHealth, Inc.",18.3,Low ESG Risk,Insurance,NAS,EHTH,112034576.0,112034576.0,,0.517,-0.0341,,0.8903225806451613,6.816199041158745e-06,0.2225857573105712
1289,"Asahi Intecc Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,7747.T,751317483520.0,751317483520.0,47.61577,0.621,0.111049995,0.577,0.8903225806451613,0.04708451166451806,0.2578940289096789
1290,"TPI Composites, Inc.",18.3,Low ESG Risk,Machinery,NAS,TPIC,165724992.0,165724992.0,,1.903,,,0.8903225806451613,1.0180952395139269e-05,0.22258828087558669
1291,NetSTREIT Corp.,18.3,Low ESG Risk,Real Estate,NYS,NTST,1312734080.0,1312734080.0,210.87502,0.945,0.00392,,0.8903225806451613,8.206347749783433e-05,0.22264219276941372
1292,"J. FRONT RETAILING Co., Ltd.",18.3,Low ESG Risk,Retailing,TKS,3086.T,378012991488.0,378012991488.0,11.111111,0.352,0.09109,0.768,0.8903225806451613,0.023689693087946266,0.24034791497725003
1293,Packaging Corporation of America,18.3,Low ESG Risk,Containers & Packaging,NYS,PKG,18369208320.0,18369208320.0,25.662485,0.786,0.18013,-0.013,0.8903225806451613,0.0011509847707528984,0.223443883739355
1294,Owens Corning,18.3,Low ESG Risk,Building Products,NYS,OC,13611771904.0,13611771904.0,13.233306,1.403,0.19860001,-0.143,0.8903225806451613,0.0008528384472622204,0.223220273996737
1295,"Suzuken Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,9987.T,407068606464.0,407068606464.0,13.71759,,0.07334,0.582,0.8903225806451613,0.025510594940196075,0.24171359136643739
1296,"ARMOUR Residential REIT, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ARR,999207104.0,999207104.0,,1.502,-0.09276,,0.8903225806451613,6.241488799799937e-05,0.22262745632728884
1297,IMAX Corp.,18.3,Low ESG Risk,Media,NYS,IMAX,1111476224.0,1111476224.0,54.102566,1.252,0.0847,-0.546,0.8903225806451613,6.945074143725084e-05,0.22263273321736826
1298,"NEXON Co., Ltd.",18.3,Low ESG Risk,Software & Services,TKS,3659.T,2263741104128.0,2263741104128.0,33.00472,0.228,0.06879,0.66,0.8903225806451613,0.14186739526296388,0.32898119160851325
1299,"Daiwa Securities Group, Inc.",18.3,Low ESG Risk,Diversified Financials,TKS,8601.T,1444274634752.0,1444274634752.0,12.180407,0.586,,0.033,0.8903225806451613,0.09051181345284208,0.2904645052509219
1300,Deutsche Telekom AG,18.3,Low ESG Risk,Telecommunication Services,ETR,DTE.DE,130589196288.0,130589196288.0,26.23,0.621,0.10299,0.364,0.8903225806451613,0.008183759128451708,0.22871846450762912
1301,IHS Holding Ltd.,18.3,Low ESG Risk,Telecommunication Services,NYS,IHS,1005883456.0,1005883456.0,,1.129,-10.4403105,,0.8903225806451613,6.283329186703168e-05,0.2226277701301906
1302,Invincible Investment Corp.,18.3,Low ESG Risk,Real Estate,TKS,8963.T,390079250432.0,390079250432.0,16.30288,0.774,0.08754,0.31,0.8903225806451613,0.024445879913763027,0.2409150550966126
1303,LIXIL Corp.,18.3,Low ESG Risk,Building Products,TKS,5938.T,494552514560.0,494552514560.0,,0.825,-0.023459999,,0.8903225806451613,0.030993170697950306,0.24582552318475306
1304,NB Private Equity Partners Ltd.,18.3,Low ESG Risk,Diversified Financials,LON,NBPE.L,744852288.0,744852288.0,3559.0908,,,,0.8903225806451613,4.6474590194437954e-05,0.22261550110393616
1305,TAL Education Group,18.3,Low ESG Risk,Consumer Services,NYS,TAL,4628807680.0,4628807680.0,95.75,0.013,0.01438,,0.8903225806451613,0.00028988026490447814,0.2227980553599687
1306,"Bushiroad, Inc.",18.3,Low ESG Risk,Software & Services,TKS,7803.T,23985176576.0,23985176576.0,31.433823,0.403,0.03906,0.009,0.8903225806451613,0.0015029348846284205,0.22370784632476165
1307,PagSeguro Digital Ltd.,18.3,Low ESG Risk,Software & Services,NYS,PAGS,2925862656.0,2925862656.0,8.817308,1.948,0.14044,0.321,0.8903225806451613,0.00018315749372780404,0.2227180132815862
1308,"Allbirds, Inc.",18.3,Low ESG Risk,Textiles & Apparel,NAS,BIRD,82732424.0,82732424.0,,1.804,-0.66116995,,0.8903225806451613,4.979846828487361e-06,0.2225843800464117
1309,"Fulgent Genetics, Inc.",18.3,Low ESG Risk,Healthcare,NAS,FLGT,641987072.0,641987072.0,,1.504,-0.14275,,0.8903225806451613,4.002807503717169e-05,0.22261066621756823
1310,"Warby Parker, Inc.",18.4,Low ESG Risk,Retailing,NYS,WRBY,1666932608.0,1666932608.0,,1.813,-0.14538,,0.896774193548387,0.00010426093421083436,0.22427174408775488
1311,"Progyny, Inc.",18.4,Low ESG Risk,Commercial Services,NAS,PGNY,2125101824.0,2125101824.0,37.36508,1.443,0.13558,0.133,0.896774193548387,0.00013297418549625237,0.22429327902621896
1312,Petrofac Ltd.,18.4,Low ESG Risk,Energy Services,LON,PFC.L,79877784.0,79877784.0,,0.97,,,0.896774193548387,4.800947869790394e-06,0.2241971490979991
1313,Serco Group Plc,18.4,Low ESG Risk,Commercial Services,LON,SRP.L,1800520448.0,1800520448.0,1326.9231,0.385,0.14084,-0.407,0.896774193548387,0.00011263282189915128,0.22427802300352112
1314,"Universal Technical Institute, Inc.",18.4,Low ESG Risk,Consumer Services,NYS,UTI,891123392.0,891123392.0,33.795918,1.357,0.12998,,0.896774193548387,5.56413321279412e-05,0.22423527938619273
1315,Brookfield Renewable Corp.,18.4,Low ESG Risk,Utilities,NYS,BEPC,4921612288.0,4921612288.0,6.6053267,0.972,0.06511,,0.896774193548387,0.0003082301932572209,0.22442472103203967
1316,Mitsubishi Estate Logistics REIT Investment Corp.,18.4,Low ESG Risk,Real Estate,TKS,3481.T,187799912448.0,187799912448.0,26.003723,0.241,,,0.896774193548387,0.011769128053195887,0.23302039442699368
1317,Auction Technology Group Plc,18.4,Low ESG Risk,Software & Services,LON,ATG.L,462912192.0,462912192.0,4750.0,1.29,0.02138,-0.535,0.896774193548387,2.8805535746478555e-05,0.22421515253890661
1318,"DoubleVerify Holdings, Inc.",18.4,Low ESG Risk,Software & Services,NYS,DV,3058992128.0,3058992128.0,52.941177,0.926,0.059899997,-0.429,0.896774193548387,0.00019150065570713488,0.2243371738788771
1319,Winmark Corp.,18.4,Low ESG Risk,Retailing,NAS,WINA,1217294976.0,1217294976.0,31.578997,0.774,,,0.896774193548387,7.608235331945404e-05,0.22425061015208636
1320,"Mitsubishi Shokuhin Co., Ltd.",18.4,Low ESG Risk,Food Retailers,TKS,7451.T,220661989376.0,220661989376.0,9.833146,0.065,0.11452,-0.032,0.896774193548387,0.013828579102378556,0.23456498271388068
1321,Getty Realty Corp.,18.4,Low ESG Risk,Real Estate,NYS,GTY,1715509760.0,1715509760.0,26.605042,0.943,0.072859995,0.143,0.896774193548387,0.00010730524169243073,0.2242740273183661
1322,Henkel AG & Co. KGaA,18.4,Low ESG Risk,Household Products,ETR,HEN3.DE,32033882112.0,32033882112.0,19.084906,0.581,0.09002,0.828,0.896774193548387,0.0020073435103216465,0.225699056019838
1323,"Tyler Technologies, Inc.",18.4,Low ESG Risk,Software & Services,NYS,TYL,25133793280.0,25133793280.0,122.19709,0.778,0.07044,0.365,0.896774193548387,0.0015749181582767763,0.22537473700580435
1324,"PROG Holdings, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,PRG,1938770816.0,1938770816.0,18.69796,2.09,0.18601,-0.025,0.896774193548387,0.00012129690804475018,0.22428452106813032
1325,"Advantage Solutions, Inc. (California)",18.4,Low ESG Risk,Media,NAS,ADV,1086623744.0,1086623744.0,,1.556,-0.16049999,,0.896774193548387,6.789324809552047e-05,0.2242444683231684
1326,"BlackRock, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,BLK,130047500288.0,130047500288.0,21.779707,1.317,0.15204,0.103,0.896774193548387,0.008149811292531834,0.23030590685649563
1327,"NetScout Systems, Inc.",18.4,Low ESG Risk,Software & Services,NAS,NTCT,1389270656.0,1389270656.0,,0.576,-0.33894002,,0.896774193548387,8.685998905397845e-05,0.22425869337888724
1328,Medipal Holdings Corp.,18.4,Low ESG Risk,Healthcare,TKS,7459.T,553694920704.0,553694920704.0,14.2450905,0.114,0.06865,-0.179,0.896774193548387,0.03469959773393197,0.2502182466875457
1329,Volution Group Plc,18.4,Low ESG Risk,Building Products,LON,FAN.L,1050578112.0,1050578112.0,2528.5715,1.359,0.18872999,0.294,0.896774193548387,6.563428513333467e-05,0.22424277410094676
1330,"Patterson Cos., Inc.",18.4,Low ESG Risk,Healthcare,NAS,PDCO,1805197312.0,1805197312.0,11.314918,1.008,0.16284001,-0.531,0.896774193548387,0.00011292591878687348,0.2242782428261869
1331,NTT DATA Group Corp.,18.4,Low ESG Risk,Software & Services,TKS,9613.T,3266706407424.0,3266706407424.0,25.57629,0.737,0.0497,-0.232,0.896774193548387,0.20472276349462945,0.37773562100806884
1332,Tyman Plc,18.4,Low ESG Risk,Building Products,LON,TYMN.L,775928768.0,775928768.0,1990.0,1.384,0.07159,0.078,0.896774193548387,4.842213871613145e-05,0.22422986499113387
1333,"Paycom Software, Inc.",18.4,Low ESG Risk,Software & Services,NYS,PAYC,9408576512.0,9408576512.0,19.76116,1.176,0.33328,0.081,0.896774193548387,0.0005894261505002159,0.22463561799997192
1334,"GoDaddy, Inc.",18.4,Low ESG Risk,Software & Services,NYS,GDDY,21550540800.0,21550540800.0,12.717969,1.125,,0.87,0.896774193548387,0.0013503573949509896,0.22520631643331002
1335,"Rambus, Inc.",18.5,Low ESG Risk,Semiconductors,NAS,RMBS,4173676544.0,4173676544.0,18.545454,1.189,0.23368,-0.781,0.903225806451613,0.0002613574086770843,0.22600246966941107
1336,"Pacific Biosciences of California, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NAS,PACB,452398112.0,452398112.0,,2.034,-0.70571,,0.903225806451613,2.8146623251853455e-05,0.22582756158034215
1337,Croda International Plc,18.5,Low ESG Risk,Chemicals,LON,CRDA.L,5546302464.0,5546302464.0,3424.138,0.744,0.070250005,-0.092,0.903225806451613,0.00034737923551635857,0.2260669860395405
1338,McGrath RentCorp,18.5,Low ESG Risk,Traders & Distributors,NAS,MGRC,2523995648.0,2523995648.0,21.78178,0.749,0.12628001,-0.327,0.903225806451613,0.00015797267558405716,0.22592493111959128
1339,"DNOW, Inc.",18.5,Low ESG Risk,Traders & Distributors,NYS,DNOW,1262734208.0,1262734208.0,5.757282,1.438,0.23076999,-0.318,0.903225806451613,7.893000881674613e-05,0.22586564911951582
1340,"MSA Safety, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,MSA,6719524864.0,6719524864.0,24.746376,0.989,0.29177,0.076,0.903225806451613,0.0004209045366681522,0.22612213001540435
1341,Ready Capital Corp.,18.5,Low ESG Risk,Real Estate,NYS,RC,1335187200.0,1335187200.0,,1.476,-0.01518,,0.903225806451613,8.347060406633265e-05,0.225869054565953
1342,Tt Electronics Plc,18.5,Low ESG Risk,Technology Hardware,LON,TTG.L,260610416.0,260610416.0,,0.948,-0.04585,-0.507,0.903225806451613,1.612737770590356e-05,0.22581854714618269
1343,M&G Plc,18.5,Low ESG Risk,Diversified Financials,LON,MNG.L,4960753664.0,4960753664.0,2977.1428,1.468,0.045760002,,0.903225806451613,0.0003106831650534426,0.22603946398669333
1344,"Toray Industries, Inc.",18.5,Low ESG Risk,Chemicals,TKS,3402.T,1230474838016.0,1230474838016.0,35.20997,0.744,0.02394,0.926,0.903225806451613,0.07711307981017837,0.28364126147053703
1345,"Elanco Animal Health, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NYS,ELAN,7306123264.0,7306123264.0,,1.405,-0.18785,,0.903225806451613,0.0004576663850740131,0.22614970140170876
1346,Ninety One Plc,18.5,Low ESG Risk,Diversified Financials,LON,N91.L,1424044416.0,1424044416.0,890.55554,0.657,0.45686,0.08,0.903225806451613,8.903924439054567e-05,0.22587323104619617
1347,"Essential Utilities, Inc.",18.5,Low ESG Risk,Utilities,NYS,WTRG,10662338560.0,10662338560.0,19.09804,0.839,0.09453,-0.19,0.903225806451613,0.0006679988338651853,0.22630745073830213
1348,"Upwork, Inc.",18.5,Low ESG Risk,Software & Services,NAS,UPWK,1239545728.0,1239545728.0,17.38889,1.537,0.22267,,0.903225806451613,7.747679757968456e-05,0.225864559211088
1349,"The Yokohama Rubber Co., Ltd.",18.5,Low ESG Risk,Auto Components,TKS,5101.T,503773855744.0,503773855744.0,5.847986,0.542,0.106920004,0.49,0.903225806451613,0.03157106785332088,0.2494847525028939
1350,Compass Group Plc,18.5,Low ESG Risk,Consumer Services,LON,CPG.L,42206732288.0,42206732288.0,3313.3333,0.81,0.26608,0.162,0.903225806451613,0.0026448712908707364,0.2277901050810563
1351,"KBR, Inc.",18.5,Low ESG Risk,Software & Services,NYS,KBR,8183905280.0,8183905280.0,42.130135,0.907,0.13420999,,0.903225806451613,0.0005126765750192686,0.2261909590441677
1352,Addus HomeCare Corp.,18.5,Low ESG Risk,Healthcare,NAS,ADUS,2296023040.0,2296023040.0,30.202381,1.04,0.08677,0.209,0.903225806451613,0.00014368573846321818,0.22591421591675065
1353,"Purple Innovation, Inc.",18.5,Low ESG Risk,Consumer Durables,NAS,PRPL,108785080.0,108785080.0,,2.079,-0.85856,,0.903225806451613,6.612554640922653e-06,0.22581141102888394
1354,"PowerSchool Holdings, Inc.",18.5,Low ESG Risk,Software & Services,NYS,PWSC,3788409088.0,3788409088.0,,1.052,-0.03932,,0.903225806451613,0.00023721287672271197,0.22598436127044527
1355,"Resona Holdings, Inc.",18.5,Low ESG Risk,Banks,TKS,8308.T,2448335044608.0,2448335044608.0,13.811759,0.506,0.06691,0.588,0.903225806451613,0.15343581150236424,0.34088331023967644
1356,"Republic Services, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,RSG,64478162944.0,64478162944.0,34.44631,0.707,0.17778999,0.201,0.903225806451613,0.004040611472837676,0.2288369102175315
1357,"PTC, Inc.",18.5,Low ESG Risk,Software & Services,NAS,PTC,20158652416.0,20158652416.0,68.4898,1.177,0.10524999,0.118,0.903225806451613,0.0012631283984680692,0.2267537979117543
1358,"Align Technology, Inc.",18.6,Low ESG Risk,Healthcare,NAS,ALGN,16536444928.0,16536444928.0,37.64966,1.643,0.12088,-0.123,0.9096774193548387,0.0010361263429417838,0.228196449595916
1359,CRH Plc,18.6,Low ESG Risk,Construction Materials,NYS,CRH,57426845696.0,57426845696.0,17.5625,1.384,0.15487,0.16,0.9096774193548387,0.0035987087064260925,0.23011838636852924
1360,Rathbones Group Plc,18.6,Low ESG Risk,Diversified Financials,LON,RAT.L,1926054016.0,1926054016.0,2914.7542,0.655,0.06376,0.305,0.9096774193548387,0.00012049995211406974,0.22750972980279524
1361,"Prudential Financial, Inc.",18.6,Low ESG Risk,Insurance,NYS,PRU,41037148160.0,41037148160.0,14.680715,1.286,0.09594,1.377,0.9096774193548387,0.002571573998529951,0.22934803533760714
1362,Global One Real Estate Investment Corp.,18.6,Low ESG Risk,Real Estate,TKS,8958.T,102896697344.0,102896697344.0,15.313935,0.543,0.06469,,0.9096774193548387,0.006448283122791293,0.23225556718080315
1363,"Sankei Real Estate, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2972.T,37087662080.0,37087662080.0,17.103996,0.355,0.041079998,,0.9096774193548387,0.0023240615461365965,0.22916240099831212
1364,"Cinemark Holdings, Inc.",18.6,Low ESG Risk,Media,NYS,CNK,3500182528.0,3500182528.0,27.76699,2.379,0.46205002,-0.596,0.9096774193548387,0.0002191498525050142,0.22758371722808843
1365,"SOSiLA Logistics REIT, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2979.T,81698250752.0,81698250752.0,22.737764,0.256,0.045149997,,0.9096774193548387,0.005119786352164502,0.23125919460283306
1366,Lincoln National Corp.,18.6,Low ESG Risk,Insurance,NYS,LNC,4959540224.0,4959540224.0,3.060924,1.8,0.25189,0.736,0.9096774193548387,0.000310607119334038,0.2276523101782102
1367,Hamamatsu Photonics KK,18.6,Low ESG Risk,Technology Hardware,TKS,6965.T,528709779456.0,528709779456.0,17.007145,,0.09636,-0.583,0.9096774193548387,0.033133790573602176,0.2522696977689113
1368,Next Plc,18.6,Low ESG Risk,Retailing,LON,NXT.L,12043779072.0,12043779072.0,1534.2988,1.369,0.57098997,0.268,0.9096774193548387,0.0007545730670779913,0.22798528463901818
1369,Phoenix Group Holdings Plc,18.6,Low ESG Risk,Insurance,LON,PHNX.L,5703998464.0,5703998464.0,,0.732,-0.02263,,0.9096774193548387,0.0003572619703588175,0.2276873013164788
1370,"OUTFRONT Media, Inc.",18.6,Low ESG Risk,Real Estate,NYS,OUT,2644093184.0,2644093184.0,12.160306,1.95,0.29656,,0.9096774193548387,0.00016549913220642338,0.2275434791878645
1371,Liberty Broadband Corp.,18.6,Low ESG Risk,Media,NAS,LBRDK,8519058944.0,8519058944.0,10.772973,1.025,0.088240005,-0.205,0.9096774193548387,0.0005336804989792331,0.2278196152129441
1372,Life Science Reit Plc,18.6,Low ESG Risk,Real Estate,LON,LABS.L,115150008.0,115150008.0,,,,,0.9096774193548387,7.011441712981184e-06,0.2274246134199944
1373,"CTO Realty Growth, Inc.",18.6,Low ESG Risk,Real Estate,NYS,CTO,451306304.0,451306304.0,39.836735,0.602,0.03452,,0.9096774193548387,2.807820015321509e-05,0.2274404134888246
1374,"Intercontinental Exchange, Inc.",18.6,Low ESG Risk,Diversified Financials,NYS,ICE,92838764544.0,92838764544.0,40.124065,1.091,0.09365,-0.225,0.9096774193548387,0.0058179571606510345,0.23178282270919795
1375,"Micron Technology, Inc.",18.6,Low ESG Risk,Semiconductors,NAS,MU,95659614208.0,95659614208.0,,1.176,-0.03434,,0.9096774193548387,0.005994738494735294,0.23191540870976116
1376,"Rollins, Inc.",18.6,Low ESG Risk,Commercial Services,NYS,ROL,24051032064.0,24051032064.0,52.273685,0.697,0.35711,0.215,0.9096774193548387,0.0015070620173763959,0.22854965135174196
1377,Otis Worldwide Corp.,18.6,Low ESG Risk,Machinery,NYS,OTIS,36722884608.0,36722884608.0,25.60894,0.93,,0.133,0.9096774193548387,0.0023012011119323147,0.22914525567265892
1378,"Innovative Industrial Properties, Inc.",18.6,Low ESG Risk,Real Estate,NYS,IIPR,3476028672.0,3476028672.0,21.524563,1.37,0.08443,0.002,0.9096774193548387,0.000217636141603844,0.22758258194491257
1379,ASICS Corp.,18.7,Low ESG Risk,Textiles & Apparel,TKS,7936.T,1923228106752.0,1923228106752.0,36.63039,1.459,0.22833,0.846,0.9161290322580644,0.12052760437747594,0.3194279613476231
1380,FinVolution Group,18.7,Low ESG Risk,Diversified Financials,NYS,FINV,1364186240.0,1364186240.0,4.6460176,0.439,0.15909,0.051,0.9161290322580644,8.528796039119731e-05,0.2290962240348095
1381,Progress Software Corp.,18.7,Low ESG Risk,Software & Services,NAS,PRGS,2404894976.0,2404894976.0,34.4908,0.909,0.17858,0.37,0.9161290322580644,0.00015050869196408793,0.22914513958348917
1382,CVS Health Corp.,18.7,Low ESG Risk,Healthcare,NYS,CVS,71038132224.0,71038132224.0,10.048043,0.528,0.097279996,-0.048,0.9161290322580644,0.004451721691035448,0.23237104933279268
1383,Evonik Industries AG,18.7,Low ESG Risk,Chemicals,ETR,EVK.DE,9187189760.0,9187189760.0,,1.027,-0.00777,,0.9161290322580644,0.0005755519459062553,0.2294639220239458
1384,"AOYAMA TRADING Co., Ltd.",18.7,Low ESG Risk,Retailing,TKS,8219.T,67216400384.0,67216400384.0,6.9559836,,0.056020003,-0.35,0.9161290322580644,0.004212215537336543,0.2321914197175185
1385,"Jack Henry & Associates, Inc.",18.7,Low ESG Risk,Software & Services,NAS,JKHY,12532936704.0,12532936704.0,32.931034,0.638,0.22128999,0.031,0.9161290322580644,0.0007852283479552558,0.22962117932548254
1386,"Ameriprise Financial, Inc.",18.7,Low ESG Risk,Diversified Financials,NYS,AMP,42844643328.0,42844643328.0,14.938378,1.346,0.67629,-0.023,0.9161290322580644,0.002684848878516569,0.23104589472340353
1387,"Pactiv Evergreen, Inc.",18.7,Low ESG Risk,Containers & Packaging,NAS,PTVE,1970012544.0,1970012544.0,27.474998,1.299,0.06105,,0.9161290322580644,0.00012325481258160733,0.2291246991739523
1388,"ICU Medical, Inc.",18.7,Low ESG Risk,Healthcare,NAS,ICUI,4043119872.0,4043119872.0,,0.653,-0.034089997,,0.9161290322580644,0.00025317548287497217,0.22922213967667232
1389,"Entegris, Inc.",18.7,Low ESG Risk,Semiconductors,NAS,ENTG,15852690432.0,15852690432.0,86.776855,1.238,0.05373,-0.657,0.9161290322580644,0.000993275767268925,0.2297772148899678
1390,"Aiphone Co., Ltd.",18.7,Low ESG Risk,Technology Hardware,TKS,6718.T,46862819328.0,46862819328.0,10.101046,0.261,0.070089996,-0.13,0.9161290322580644,0.0029366660961906515,0.2312347576366591
1391,"Kawasaki Kisen Kaisha, Ltd.",18.7,Low ESG Risk,Transportation,TKS,9107.T,1355196792832.0,1355196792832.0,10.020118,1.794,0.08619001,1.013,0.9161290322580644,0.08492934660502204,0.29272926801828264
1392,"American Water Works Co., Inc.",18.7,Low ESG Risk,Utilities,NYS,AWK,28451946496.0,28451946496.0,29.858896,0.691,0.09631,-0.011,0.9161290322580644,0.0017828652742491549,0.23036940702020298
1393,Bowlero Corp.,18.7,Low ESG Risk,Media,NYS,BOWL,1621971968.0,1621971968.0,,,-0.66946,,0.9161290322580644,0.00010144327185118509,0.22910834051840448
1394,"NIKE, Inc.",18.7,Low ESG Risk,Textiles & Apparel,NYS,NKE,119184121856.0,119184121856.0,21.310991,1.014,0.40093,0.505,0.9161290322580644,0.00746900842792688,0.23463401438546128
1395,FDK Corp.,18.7,Low ESG Risk,Electrical Equipment,TKS,6955.T,21289955328.0,21289955328.0,87.76671,1.77,0.01611,,0.9161290322580644,0.0013340266248390463,0.2300327780331454
