company_name,ticker_symbol,company_esg_score,company_esg_score_group,industry
Progress Software Corp.,NAS:PRGS,18.7,Low ESG Risk,Software & Services
"PROS Holdings, Inc.",NYS:PRO,18.8,Low ESG Risk,Software & Services
Prosus NV,AMS:PRX,15.7,Low ESG Risk,Software & Services
"PTC, Inc.",NAS:PTC,18.5,Low ESG Risk,Software & Services
Qt Group Plc,HEL:QTCOM,16.2,Low ESG Risk,Software & Services
"Qualys, Inc.",NAS:QLYS,19.6,Low ESG Risk,Software & Services
Quest Holdings SA,ATH:QUEST,17.3,Low ESG Risk,Software & Services
Radware Ltd.,NAS:RDWR,12.9,Low ESG Risk,Software & Services
Reply SpA,MIL:REY,16.3,Low ESG Risk,Software & Services
Rightmove Plc,LON:RMV,17.5,Low ESG Risk,Software & Services
Roblox Corp.,NYS:RBLX,18.0,Low ESG Risk,Software & Services
"Roper Technologies, Inc.",NAS:ROP,19.4,Low ESG Risk,Software & Services
Rovio Entertainment Oyj,-,19.9,Low ESG Risk,Software & Services
"Salesforce, Inc.",NYS:CRM,14.6,Low ESG Risk,Software & Services
Salute Mission Critical LLC,-,18.6,Low ESG Risk,Software & Services
"Samsara, Inc.",NYS:IOT,19.7,Low ESG Risk,Software & Services
"SAMSUNG SDS CO., LTD.",KRX:018260,17.7,Low ESG Risk,Software & Services
SAP SE,ETR:SAP,10.9,Low ESG Risk,Software & Services
Scout24 SE,ETR:G24,12.9,Low ESG Risk,Software & Services
SCSK Corp.,TKS:9719,17.5,Low ESG Risk,Software & Services
"ServiceNow, Inc.",NYS:NOW,15.0,Low ESG Risk,Software & Services
"SHIFT, Inc.",TKS:3697,19.4,Low ESG Risk,Software & Services
SimCorp A/S,-,18.5,Low ESG Risk,Software & Services
"Smartsheet, Inc.",NYS:SMAR,16.6,Low ESG Risk,Software & Services
"Snowflake, Inc.",NYS:SNOW,16.9,Low ESG Risk,Software & Services
Soft-World International Corp.,ROCO:5478,15.5,Low ESG Risk,Software & Services
Softcat Plc,LON:SCT,16.8,Low ESG Risk,Software & Services
Softronic AB,OME:SOF.B,17.3,Low ESG Risk,Software & Services
Software AG,HAM:SOW,14.2,Low ESG Risk,Software & Services
SoftwareONE Holding AG,SWX:SWON,18.1,Low ESG Risk,Software & Services
Sopra Steria Group SA,PAR:SOP,13.3,Low ESG Risk,Software & Services
"Splunk, Inc.",-,18.2,Low ESG Risk,Software & Services
"Square Enix Holdings Co., Ltd.",TKS:9684,18.9,Low ESG Risk,Software & Services
Starbreeze AB,OME:STAR.B,16.9,Low ESG Risk,Software & Services
Stillfront Group AB,OME:SF,14.9,Low ESG Risk,Software & Services
SUSE SA (Old),-,16.0,Low ESG Risk,Software & Services
"Synopsys, Inc.",NAS:SNPS,13.9,Low ESG Risk,Software & Services
Systex Corp.,TAI:6214,18.6,Low ESG Risk,Software & Services
"Take-Two Interactive Software, Inc.",NAS:TTWO,16.0,Low ESG Risk,Software & Services
Tanla Platforms Ltd.,BOM:532790,16.4,Low ESG Risk,Software & Services
Tata Consultancy Services Ltd.,BOM:532540,14.2,Low ESG Risk,Software & Services
Tata Technologies Ltd. (India),BOM:544028,19.0,Low ESG Risk,Software & Services
Team17 Group PLC,LON:TM17,13.5,Low ESG Risk,Software & Services
Tech Mahindra Ltd.,BOM:532755,12.0,Low ESG Risk,Software & Services
Technology One Ltd.,ASX:TNE,16.6,Low ESG Risk,Software & Services
"TELUS International (CDA), Inc.",TSE:TIXT,19.9,Low ESG Risk,Software & Services
Ten Square Games SA,WAR:TEN,15.1,Low ESG Risk,Software & Services
Tencent Holdings Ltd.,HKG:700,18.4,Low ESG Risk,Software & Services
Teradata Corp.,NYS:TDC,15.5,Low ESG Risk,Software & Services
"The Descartes Systems Group, Inc.",TSE:DSG,13.8,Low ESG Risk,Software & Services
"The Hackett Group, Inc.",NAS:HCKT,18.8,Low ESG Risk,Software & Services
The Sage Group plc,LON:SGE,16.8,Low ESG Risk,Software & Services
The Western Union Co.,NYS:WU,17.4,Low ESG Risk,Software & Services
TietoEVRY Oyj,HEL:TIETO,12.9,Low ESG Risk,Software & Services
"TIS, Inc. (Japan)",TKS:3626,19.7,Low ESG Risk,Software & Services
"Toast, Inc.",NYS:TOST,18.8,Low ESG Risk,Software & Services
TomTom NV,AMS:TOM2,15.1,Low ESG Risk,Software & Services
Total System Services,-,19.1,Low ESG Risk,Software & Services
TOTVS SA,BSP:TOTS3,14.3,Low ESG Risk,Software & Services
Trifork Group AG,CSE:TRIFOR,16.5,Low ESG Risk,Software & Services
"Tyler Technologies, Inc.",NYS:TYL,18.4,Low ESG Risk,Software & Services
Ubisoft Entertainment SA,PAR:UBI,14.3,Low ESG Risk,Software & Services
"Udemy, Inc.",NAS:UDMY,12.8,Low ESG Risk,Software & Services
"UiPath, Inc.",NYS:PATH,15.8,Low ESG Risk,Software & Services
Unisys Corp.,NYS:UIS,19.7,Low ESG Risk,Software & Services
"Unity Software, Inc.",NYS:U,17.0,Low ESG Risk,Software & Services
"Upwork, Inc.",NAS:UPWK,18.5,Low ESG Risk,Software & Services
"Verint Systems, Inc.",NAS:VRNT,19.0,Low ESG Risk,Software & Services
"Visa, Inc.",NYS:V,15.0,Low ESG Risk,Software & Services
"VMware, Inc.",-,17.6,Low ESG Risk,Software & Services
Wavestone SA,PAR:WAVE,14.7,Low ESG Risk,Software & Services
"Webzen, Inc.",KRX:069080,15.9,Low ESG Risk,Software & Services
"Wemade Co., Ltd.",KRX:112040,13.5,Low ESG Risk,Software & Services
WIIT SpA,MIL:WIIT,16.2,Low ESG Risk,Software & Services
Wipro Ltd.,BOM:507685,14.0,Low ESG Risk,Software & Services
Wisetech Global Ltd.,ASX:WTC,19.1,Low ESG Risk,Software & Services
WithSecure Corp.,HEL:WITH,18.5,Low ESG Risk,Software & Services
Wix.com Ltd.,NAS:WIX,19.7,Low ESG Risk,Software & Services
Wolters Kluwer NV,AMS:WKL,13.2,Low ESG Risk,Software & Services
"Workday, Inc.",NAS:WDAY,17.5,Low ESG Risk,Software & Services
Worldline SA,PAR:WLN,11.2,Low ESG Risk,Software & Services
Xero Ltd.,ASX:XRO,14.8,Low ESG Risk,Software & Services
"XP, Inc.",NAS:XP,19.6,Low ESG Risk,Software & Services
"Xperi, Inc.",NYS:XPER,15.0,Low ESG Risk,Software & Services
Zensar Technologies Ltd.,BOM:504067,17.3,Low ESG Risk,Software & Services
"Zhejiang Century Huatong Group Co., Ltd.",SHE:002602,19.8,Low ESG Risk,Software & Services
"Ziff Davis, Inc.",NAS:ZD,17.6,Low ESG Risk,Software & Services
Zomato Ltd.,BOM:543320,16.9,Low ESG Risk,Software & Services
"Zoom Video Communications, Inc.",NAS:ZM,14.8,Low ESG Risk,Software & Services
"ZoomInfo Technologies, Inc.",NAS:ZI,16.9,Low ESG Risk,Software & Services
"Zscaler, Inc.",NAS:ZS,16.5,Low ESG Risk,Software & Services
Deterra Royalties Ltd.,ASX:DRR,9.6,Negligible ESG Risk,Steel
Labrador Iron Ore Royalty Corp.,TSE:LIF,12.8,Low ESG Risk,Steel
ALSO Holding AG,SWX:ALSN,9.4,Negligible ESG Risk,Technology Hardware
Anritsu Corp.,TKS:6754,7.9,Negligible ESG Risk,Technology Hardware
"Arrow Electronics, Inc.",NYS:ARW,7.7,Negligible ESG Risk,Technology Hardware
"Avnet, Inc.",NAS:AVT,5.6,Negligible ESG Risk,Technology Hardware
"Badger Meter, Inc.",NYS:BMI,8.8,Negligible ESG Risk,Technology Hardware
Barco NV,BRU:BAR,7.9,Negligible ESG Risk,Technology Hardware
"Benchmark Electronics, Inc.",NYS:BHE,7.1,Negligible ESG Risk,Technology Hardware
CDW Corp.,NAS:CDW,7.5,Negligible ESG Risk,Technology Hardware
"Celestica, Inc.",TSE:CLS,8.5,Negligible ESG Risk,Technology Hardware
Christian Berner Tech Trade AB,OME:BERNER.B,8.4,Negligible ESG Risk,Technology Hardware
Cognex Corp.,NAS:CGNX,9.9,Negligible ESG Risk,Technology Hardware
COMET Holding AG,SWX:COTN,9.9,Negligible ESG Risk,Technology Hardware
CTS Corp.,NYS:CTS,8.7,Negligible ESG Risk,Technology Hardware
Datalogic SpA,MIL:DAL,9.2,Negligible ESG Risk,Technology Hardware
discoverIE Group Plc,LON:DSCV,8.9,Negligible ESG Risk,Technology Hardware
Esprinet SpA,MIL:PRT,7.0,Negligible ESG Risk,Technology Hardware
Fabrinet,NYS:FN,7.7,Negligible ESG Risk,Technology Hardware
Flex Ltd.,NAS:FLEX,7.5,Negligible ESG Risk,Technology Hardware
Halma Plc,LON:HLMA,9.4,Negligible ESG Risk,Technology Hardware
"Hana Microelectronics Public Co., Ltd.",BKK:HANA,8.8,Negligible ESG Risk,Technology Hardware
Hannstar Display Corp.,TAI:6116,8.1,Negligible ESG Risk,Technology Hardware
Hexagon AB,OME:HEXA.B,9.8,Negligible ESG Risk,Technology Hardware
HMS Networks AB,OME:HMS,6.4,Negligible ESG Risk,Technology Hardware
"Itron, Inc.",NAS:ITRI,9.2,Negligible ESG Risk,Technology Hardware
"Jabil, Inc.",NYS:JBL,9.5,Negligible ESG Risk,Technology Hardware
Jenoptik AG,ETR:JEN,9.5,Negligible ESG Risk,Technology Hardware
"Keysight Technologies, Inc.",NYS:KEYS,6.2,Negligible ESG Risk,Technology Hardware
"Kimball Electronics, Inc.",NAS:KE,4.5,Negligible ESG Risk,Technology Hardware
Kitron ASA,OSL:KIT,8.6,Negligible ESG Risk,Technology Hardware
Landis+Gyr Group AG,SWX:LAND,7.3,Negligible ESG Risk,Technology Hardware
Logitech International SA,SWX:LOGN,8.5,Negligible ESG Risk,Technology Hardware
"Methode Electronics, Inc.",NYS:MEI,8.3,Negligible ESG Risk,Technology Hardware
Mycronic AB,OME:MYCR,9.6,Negligible ESG Risk,Technology Hardware
National Instruments Corp.,-,5.9,Negligible ESG Risk,Technology Hardware
Nokia Oyj,HEL:NOKIA,9.2,Negligible ESG Risk,Technology Hardware
Note AB,OME:NOTE,5.6,Negligible ESG Risk,Technology Hardware
"Novanta, Inc.",NAS:NOVT,7.7,Negligible ESG Risk,Technology Hardware
Plexus Corp.,NAS:PLXS,7.2,Negligible ESG Risk,Technology Hardware
Quadient SA,PAR:QDT,6.6,Negligible ESG Risk,Technology Hardware
RS Group Plc,LON:RS1,4.5,Negligible ESG Risk,Technology Hardware
Sanmina Corp.,NAS:SANM,8.6,Negligible ESG Risk,Technology Hardware
"ScanSource, Inc.",NAS:SCSC,8.8,Negligible ESG Risk,Technology Hardware
Seiko Epson Corp.,TKS:6724,9.0,Negligible ESG Risk,Technology Hardware
Sensata Technologies Holding Plc,NYS:ST,9.1,Negligible ESG Risk,Technology Hardware
Spectris Plc,LON:SXS,8.6,Negligible ESG Risk,Technology Hardware
TD SYNNEX Corp.,NYS:SNX,7.8,Negligible ESG Risk,Technology Hardware
"Trimble, Inc.",NAS:TRMB,9.5,Negligible ESG Risk,Technology Hardware
"TTM Technologies, Inc.",NAS:TTMI,7.9,Negligible ESG Risk,Technology Hardware
Universal Display Corp.,NAS:OLED,7.4,Negligible ESG Risk,Technology Hardware
"Universal Scientific Industrial (Shanghai) Co., Ltd.",SHG:601231,9.7,Negligible ESG Risk,Technology Hardware
V.S. Industry Bhd.,KLS:6963,9.0,Negligible ESG Risk,Technology Hardware
Vaisala Oyj,HEL:VAIAS,8.4,Negligible ESG Risk,Technology Hardware
VusionGroup SA,PAR:VU,10.0,Negligible ESG Risk,Technology Hardware
Western Digital Corp.,NAS:WDC,9.3,Negligible ESG Risk,Technology Hardware
WPG Holdings Ltd.,TAI:3702,9.4,Negligible ESG Risk,Technology Hardware
Zebra Technologies Corp.,NAS:ZBRA,9.9,Negligible ESG Risk,Technology Hardware
3D Systems Corp.,NYS:DDD,19.5,Low ESG Risk,Technology Hardware
"AAC Technologies Holdings, Inc.",HKG:2018,17.7,Low ESG Risk,Technology Hardware
Accton Technology Corp.,TAI:2345,19.0,Low ESG Risk,Technology Hardware
"Acer, Inc.",TAI:2353,14.3,Low ESG Risk,Technology Hardware
"ADTRAN Holdings, Inc.",NAS:ADTN,18.9,Low ESG Risk,Technology Hardware
Adtran Networks SE,ETR:ADV,11.1,Low ESG Risk,Technology Hardware
Advanced Ceramic X Corp.,ROCO:3152,18.3,Low ESG Risk,Technology Hardware
"Advantech Co., Ltd.",TAI:2395,17.8,Low ESG Risk,Technology Hardware
"Agilysys, Inc.",NAS:AGYS,13.2,Low ESG Risk,Technology Hardware
Ai Holdings Corp.,TKS:3076,15.4,Low ESG Risk,Technology Hardware
"Aiphone Co., Ltd.",TKS:6718,18.7,Low ESG Risk,Technology Hardware
"Alpha Networks, Inc.",TAI:3380,17.0,Low ESG Risk,Technology Hardware
Amano Corp.,TKS:6436,12.9,Low ESG Risk,Technology Hardware
Amphenol Corp.,NYS:APH,19.0,Low ESG Risk,Technology Hardware
"AmTRAN Technology Co., Ltd.",TAI:2489,18.9,Low ESG Risk,Technology Hardware
"Apex International Co., Ltd.",TAI:4927,18.5,Low ESG Risk,Technology Hardware
"Apple, Inc.",NAS:AAPL,16.8,Low ESG Risk,Technology Hardware
"Arista Networks, Inc.",NYS:ANET,13.7,Low ESG Risk,Technology Hardware
ASBISc Enterprises Plc,WAR:ASB,12.3,Low ESG Risk,Technology Hardware
"ASRock, Inc.",TAI:3515,18.9,Low ESG Risk,Technology Hardware
"ASUSTek Computer, Inc.",TAI:2357,15.0,Low ESG Risk,Technology Hardware
AT & S Austria Technologie & Systemtechnik AG,WBO:ATS,16.7,Low ESG Risk,Technology Hardware
AudioCodes Ltd.,NAS:AUDC,19.6,Low ESG Risk,Technology Hardware
AUO Corp.,TAI:2409,15.5,Low ESG Risk,Technology Hardware
"AURAS Technology Co., Ltd.",ROCO:3324,15.3,Low ESG Risk,Technology Hardware
Aurora Corp.,TAI:2373,11.2,Low ESG Risk,Technology Hardware
"Avary Holding (Shenzhen) Co., Ltd.",SHE:002938,18.5,Low ESG Risk,Technology Hardware
"Aviat Networks, Inc.",NAS:AVNW,19.2,Low ESG Risk,Technology Hardware
"Avid Technology, Inc.",-,18.1,Low ESG Risk,Technology Hardware
Azbil Corp.,TKS:6845,10.7,Low ESG Risk,Technology Hardware
Basler AG,ETR:BSL,12.5,Low ESG Risk,Technology Hardware
Beijing Aerospace Shenzhou Intelligent Equipment Technology,SHE:300455,18.7,Low ESG Risk,Technology Hardware
"Bel Fuse, Inc.",NAS:BELFB,18.2,Low ESG Risk,Technology Hardware
"Belden, Inc.",NYS:BDC,18.9,Low ESG Risk,Technology Hardware
Big Technologies Plc,LON:BIG,13.0,Low ESG Risk,Technology Hardware
"Brother Industries, Ltd.",TKS:6448,12.6,Low ESG Risk,Technology Hardware
"Calix, Inc.",NYS:CALX,15.1,Low ESG Risk,Technology Hardware
Cambium Networks Corp.,NAS:CMBM,19.1,Low ESG Risk,Technology Hardware
"Canon, Inc.",TKS:7751,17.2,Low ESG Risk,Technology Hardware
"Catcher Technology Co., Ltd.",TAI:2474,17.8,Low ESG Risk,Technology Hardware
"Chang Wah Electromaterials, Inc.",TAI:8070,12.8,Low ESG Risk,Technology Hardware
"Chicony Electronics Co., Ltd.",TAI:2385,13.1,Low ESG Risk,Technology Hardware
"Chin-Poon Industrial Co., Ltd.",TAI:2355,16.4,Low ESG Risk,Technology Hardware
China Youzan Ltd.,HKG:8083,12.9,Low ESG Risk,Technology Hardware
"Chiyoda Integre Co., Ltd.",TKS:6915,12.7,Low ESG Risk,Technology Hardware
"Chroma Ate, Inc.",TAI:2360,12.9,Low ESG Risk,Technology Hardware
"Chunghwa Precision Test Tech Co., Ltd.",ROCO:6510,19.9,Low ESG Risk,Technology Hardware
Cicor Technologies Ltd.,SWX:CICN,10.6,Low ESG Risk,Technology Hardware
Ciena Corp.,NYS:CIEN,14.5,Low ESG Risk,Technology Hardware
"Cisco Systems, Inc.",NAS:CSCO,12.9,Low ESG Risk,Technology Hardware
"Citizen Watch Co., Ltd.",TKS:7762,11.6,Low ESG Risk,Technology Hardware
"Clearfield, Inc.",NAS:CLFD,19.4,Low ESG Risk,Technology Hardware
Clevo Co.,TAI:2362,18.9,Low ESG Risk,Technology Hardware
"Climb Global Solutions, Inc.",NAS:CLMB,13.1,Low ESG Risk,Technology Hardware
Codan Ltd.,ASX:CDA,10.1,Low ESG Risk,Technology Hardware
Coherent Corp.,NYS:COHR,17.5,Low ESG Risk,Technology Hardware
"CommScope Holding Co., Inc.",NAS:COMM,13.6,Low ESG Risk,Technology Hardware
"Compal Electronics, Inc.",TAI:2324,12.4,Low ESG Risk,Technology Hardware
Concejo AB,OME:CNCJO.B,12.4,Low ESG Risk,Technology Hardware
Coretronic Corp.,ROCO:5371,12.3,Low ESG Risk,Technology Hardware
"Corning, Inc.",NYS:GLW,16.7,Low ESG Risk,Technology Hardware
"Corsair Gaming, Inc.",NAS:CRSR,19.3,Low ESG Risk,Technology Hardware
"CPI Card Group, Inc.",NAS:PMTS,19.4,Low ESG Risk,Technology Hardware
"CyberPower Systems, Inc.",TAI:3617,17.4,Low ESG Risk,Technology Hardware
D-Link Corp.,TAI:2332,11.4,Low ESG Risk,Technology Hardware
"Daiwabo Holdings Co., Ltd.",TKS:3107,11.7,Low ESG Risk,Technology Hardware
"Daktronics, Inc.",NAS:DAKT,17.6,Low ESG Risk,Technology Hardware
Daou Data Corp.,KRX:032190,17.5,Low ESG Risk,Technology Hardware
Darfon Electronics Corp.,TAI:8163,17.2,Low ESG Risk,Technology Hardware
Datatec Ltd.,JSE:DTC,13.3,Low ESG Risk,Technology Hardware
"DBG Technology Co., Ltd.",SHE:300735,13.2,Low ESG Risk,Technology Hardware
"Dell Technologies, Inc.",NYS:DELL,15.7,Low ESG Risk,Technology Hardware
"Delta Electronics, Inc.",TAI:2308,13.3,Low ESG Risk,Technology Hardware
Dexerials Corp.,TKS:4980,17.5,Low ESG Risk,Technology Hardware
Dicker Data Ltd.,ASX:DDR,13.0,Low ESG Risk,Technology Hardware
"Digi International, Inc.",NAS:DGII,17.7,Low ESG Risk,Technology Hardware
Digital China Holdings Ltd.,HKG:861,10.2,Low ESG Risk,Technology Hardware
DONGWON SYSTEMS Corp.,KRX:014820,17.8,Low ESG Risk,Technology Hardware
Doro AB,OME:DORO,13.7,Low ESG Risk,Technology Hardware
"E Ink Holdings, Inc.",ROCO:8069,17.2,Low ESG Risk,Technology Hardware
"Egis Technology, Inc.",ROCO:6462,16.5,Low ESG Risk,Technology Hardware
EIZO Corp.,TKS:6737,15.7,Low ESG Risk,Technology Hardware
"Elecom Co., Ltd.",TKS:6750,17.0,Low ESG Risk,Technology Hardware
Elematec Corp.,TKS:2715,13.5,Low ESG Risk,Technology Hardware
"Elitegroup Computer Systems Co., Ltd.",TAI:2331,19.5,Low ESG Risk,Technology Hardware
EMC Corp.,-,10.2,Low ESG Risk,Technology Hardware
Ependion AB,OME:EPEN,13.6,Low ESG Risk,Technology Hardware
Eroad Ltd.,NZE:ERD,12.9,Low ESG Risk,Technology Hardware
Espec Corp.,TKS:6859,16.3,Low ESG Risk,Technology Hardware
Evertz Technologies Ltd.,TSE:ET,17.9,Low ESG Risk,Technology Hardware
"Evolv Technologies Holdings, Inc.",NAS:EVLV,16.4,Low ESG Risk,Technology Hardware
EVS Broadcast Equipment SA,BRU:EVS,13.5,Low ESG Risk,Technology Hardware
"Extreme Networks, Inc.",NAS:EXTR,17.1,Low ESG Risk,Technology Hardware
"FARO Technologies, Inc.",NAS:FARO,12.3,Low ESG Risk,Technology Hardware
FIH Mobile Ltd.,HKG:2038,11.6,Low ESG Risk,Technology Hardware
"Firich Enterprises Co., Ltd.",ROCO:8076,16.6,Low ESG Risk,Technology Hardware
FIT Hon Teng Ltd.,HKG:6088,18.6,Low ESG Risk,Technology Hardware
"Flytech Technology Co., Ltd.",TAI:6206,11.7,Low ESG Risk,Technology Hardware
Forth Corp. Public Co. Ltd.,BKK:FORTH,18.6,Low ESG Risk,Technology Hardware
"Foxconn Industrial Internet Co., Ltd.",SHG:601138,13.9,Low ESG Risk,Technology Hardware
"Foxconn Technology Co., Ltd.",TAI:2354,12.7,Low ESG Risk,Technology Hardware
FPT Corp.,STC:FPT,13.7,Low ESG Risk,Technology Hardware
"Furuno Electric Co., Ltd.",TKS:6814,17.6,Low ESG Risk,Technology Hardware
"GemTek Technology Co., Ltd.",TAI:4906,15.2,Low ESG Risk,Technology Hardware
General Interface Solution (GIS) Holding Ltd.,TAI:6456,17.1,Low ESG Risk,Technology Hardware
Getac Holdings Corp.,TAI:3005,14.6,Low ESG Risk,Technology Hardware
"Gigabyte Technology Co., Ltd.",TAI:2376,17.8,Low ESG Risk,Technology Hardware
Gilat Satellite Networks Ltd.,NAS:GILT,18.8,Low ESG Risk,Technology Hardware
Girisim Elektrik Sanayi Taahhüt ve Ticaret AS,IST:GESAN.E,19.9,Low ESG Risk,Technology Hardware
Global Brands Manufacture Ltd.,TAI:6191,11.9,Low ESG Risk,Technology Hardware
GN Store Nord A/S,CSE:GN,10.6,Low ESG Risk,Technology Hardware
Gold Circuit Electronics Ltd.,TAI:2368,16.0,Low ESG Risk,Technology Hardware
"Hakuto Co., Ltd.",TKS:7433,14.2,Low ESG Risk,Technology Hardware
Hamamatsu Photonics KK,TKS:6965,18.6,Low ESG Risk,Technology Hardware
HANZA AB,OME:HANZA,13.0,Low ESG Risk,Technology Hardware
"Harmonic, Inc.",NAS:HLIT,16.9,Low ESG Risk,Technology Hardware
"Hengbao Co., Ltd.",SHE:002104,17.5,Low ESG Risk,Technology Hardware
Hewlett Packard Enterprise Co.,NYS:HPE,11.5,Low ESG Risk,Technology Hardware
Hioki E.E. Corp.,TKS:6866,14.2,Low ESG Risk,Technology Hardware
Hitachi Energy India Ltd.,BOM:543187,12.2,Low ESG Risk,Technology Hardware
Hochiki Corp.,TKS:6745,15.9,Low ESG Risk,Technology Hardware
HollySys Automation Technologies Ltd.,NAS:HOLI,15.1,Low ESG Risk,Technology Hardware
"Hon Hai Precision Industry Co., Ltd.",TAI:2317,10.6,Low ESG Risk,Technology Hardware
Horiba Ltd.,TKS:6856,15.2,Low ESG Risk,Technology Hardware
"HP, Inc.",NYS:HPQ,11.0,Low ESG Risk,Technology Hardware
"HPSP Co., Ltd.",KRX:403870,18.8,Low ESG Risk,Technology Hardware
HTC Corp.,TAI:2498,18.7,Low ESG Risk,Technology Hardware
Hunan Zhongke Electric Co. Ltd.,SHE:300035,19.3,Low ESG Risk,Technology Hardware
"IBASE Technology, Inc.",ROCO:8050,18.4,Low ESG Risk,Technology Hardware
"IBIDEN Co., Ltd.",TKS:4062,15.9,Low ESG Risk,Technology Hardware
"ICHIA Technologies, Inc.",TAI:2402,19.7,Low ESG Risk,Technology Hardware
IEI Integration Corp.,TAI:3022,19.0,Low ESG Risk,Technology Hardware
"IEIT Systems Co., Ltd.",SHE:000977,17.2,Low ESG Risk,Technology Hardware
Image Systems AB,OME:IS,19.9,Low ESG Risk,Technology Hardware
Imdex Ltd.,ASX:IMD,12.5,Low ESG Risk,Technology Hardware
Inficon Holding AG,SWX:IFCN,11.1,Low ESG Risk,Technology Hardware
Infinera Corp.,NAS:INFN,17.9,Low ESG Risk,Technology Hardware
Innodisk Corp.,ROCO:5289,16.6,Low ESG Risk,Technology Hardware
Innolux Corp.,TAI:3481,15.1,Low ESG Risk,Technology Hardware
"Insight Enterprises, Inc.",NAS:NSIT,11.1,Low ESG Risk,Technology Hardware
"Intevac, Inc.",NAS:IVAC,19.8,Low ESG Risk,Technology Hardware
Inventec Corp.,TAI:2356,14.4,Low ESG Risk,Technology Hardware
INVISIO AB,OME:IVSO,16.0,Low ESG Risk,Technology Hardware
IPG Photonics Corp.,NAS:IPGP,10.7,Low ESG Risk,Technology Hardware
ITEQ Corp.,TAI:6213,17.9,Low ESG Risk,Technology Hardware
"Iteris, Inc.",NAS:ITI,14.2,Low ESG Risk,Technology Hardware
Ituran Location & Control Ltd.,NAS:ITRN,19.2,Low ESG Risk,Technology Hardware
"Jaymart Group Holdings Public Co., Ltd.",BKK:JMART,16.0,Low ESG Risk,Technology Hardware
JEOL Ltd.,TKS:6951,17.2,Low ESG Risk,Technology Hardware
"Jiangsu Linyang Energy Co., Ltd.",SHG:601222,19.1,Low ESG Risk,Technology Hardware
Judges Scientific Plc,LON:JDG,12.3,Low ESG Risk,Technology Hardware
"Juniper Networks, Inc.",NYS:JNPR,12.9,Low ESG Risk,Technology Hardware
"Kaga Electronics Co., Ltd.",TKS:8154,14.5,Low ESG Risk,Technology Hardware
"KCE Electronics Public Co., Ltd.",BKK:KCE,18.3,Low ESG Risk,Technology Hardware
"Kehua Data Co., Ltd.",SHE:002335,17.4,Low ESG Risk,Technology Hardware
Kempower Oyj,HEL:KEMPOWR,13.6,Low ESG Risk,Technology Hardware
KEYENCE Corp.,TKS:6861,13.7,Low ESG Risk,Technology Hardware
"KMW, Inc.",KRX:032500,18.1,Low ESG Risk,Technology Hardware
Knowles Corp.,NYS:KN,17.6,Low ESG Risk,Technology Hardware
"Konica Minolta, Inc.",TKS:4902,14.6,Low ESG Risk,Technology Hardware
Kontron AG,ETR:KTN,17.9,Low ESG Risk,Technology Hardware
"KVH Industries, Inc. (Delaware)",NAS:KVHI,20.0,Low ESG Risk,Technology Hardware
Kyocera Corp.,TKS:6971,19.2,Low ESG Risk,Technology Hardware
Lanner Electronics Inc.,ROCO:6245,17.7,Low ESG Risk,Technology Hardware
"LARGAN Precision Co., Ltd.",TAI:3008,19.4,Low ESG Risk,Technology Hardware
LEM Holding SA,SWX:LEHN,11.6,Low ESG Risk,Technology Hardware
Lenovo Group Ltd.,HKG:992,17.2,Low ESG Risk,Technology Hardware
"LG Display Co., Ltd.",KRX:034220,14.4,Low ESG Risk,Technology Hardware
"LG Innotek Co., Ltd.",KRX:011070,14.8,Low ESG Risk,Technology Hardware
Lite-On Technology Corp.,TAI:2301,15.7,Low ESG Risk,Technology Hardware
"Littelfuse, Inc.",NAS:LFUS,17.0,Low ESG Risk,Technology Hardware
"Lotes Co., Ltd.",TAI:3533,19.6,Low ESG Risk,Technology Hardware
Lumax International Corp. Ltd.,TAI:6192,11.3,Low ESG Risk,Technology Hardware
"Lumentum Holdings, Inc.",NAS:LITE,12.0,Low ESG Risk,Technology Hardware
"MACHVISION, Inc.",TAI:3563,14.2,Low ESG Risk,Technology Hardware
"Macnica Holdings, Inc.",TKS:3132,14.6,Low ESG Risk,Technology Hardware
Marketech International Corp.,TAI:6196,10.5,Low ESG Risk,Technology Hardware
MDA Ltd.,TSE:MDA,18.9,Low ESG Risk,Technology Hardware
"Meiko Electronics Co., Ltd.",TKS:6787,19.8,Low ESG Risk,Technology Hardware
"Mesa Laboratories, Inc.",NAS:MLAB,15.4,Low ESG Risk,Technology Hardware
"Micro-Star International Co., Ltd.",TAI:2377,15.8,Low ESG Risk,Technology Hardware
Microlink Solutions Bhd.,KLS:0126,11.4,Low ESG Risk,Technology Hardware
"MicroVision, Inc.",NAS:MVIS,19.5,Low ESG Risk,Technology Hardware
Midwich Group Plc,LON:MIDW,11.0,Low ESG Risk,Technology Hardware
MilDef Group AB,OME:MILDEF,17.1,Low ESG Risk,Technology Hardware
"Mirion Technologies, Inc.",NYS:MIR,15.1,Low ESG Risk,Technology Hardware
MiTAC Holdings Corp.,TAI:3706,16.1,Low ESG Risk,Technology Hardware
"MKS Instruments, Inc.",NAS:MKSI,10.1,Low ESG Risk,Technology Hardware
Molex Electronic Technologies LLC,-,19.1,Low ESG Risk,Technology Hardware
"Motorola Solutions, Inc.",NYS:MSI,12.2,Low ESG Risk,Technology Hardware
Murata Manufacturing Co. Ltd.,TKS:6981,12.8,Low ESG Risk,Technology Hardware
